symbol,time,actual,predict,model_01,sma_10,ema_5,isma_10
mrna,2021-03-23,136.52,131.61,134.4124645414986,142.176,141.81759787467516,148.13729999999993
mrna,2021-03-24,131.61,133.33,136.79282652601842,142.362,138.41506524978345,148.05599999999993
mrna,2021-03-25,133.33,133.28,135.9653427142294,141.64799999999997,136.72004349985565,145.71314999999993
mrna,2021-03-26,133.28,123.42,123.49266965385912,141.277,135.5733623332371,144.01614999999993
mrna,2021-03-29,123.42,118.49,117.62330853770689,139.253,131.5222415554914,138.2841499999999
mrna,2021-03-30,118.49,130.95,131.46353116540314,135.49999999999997,127.17816103699428,128.9307499999999
mrna,2021-03-31,130.95,132.55,134.9386087507861,133.83999999999997,128.43544069132952,125.30379999999988
mrna,2021-04-01,132.55,129.91,130.80465497062693,132.94899999999998,129.80696046088636,123.8703999999999
mrna,2021-04-05,129.91,133.53,135.56639616319094,131.56599999999997,129.84130697392425,121.5876999999999
mrna,2021-04-06,133.53,131.47,134.22847703137865,130.35899999999998,131.07087131594952,120.25799999999992
mrna,2021-04-07,131.47,133.88,136.13631282634884,129.85399999999998,131.20391421063303,120.84379999999992
mrna,2021-04-08,133.88,140.92,141.19232021664635,130.081,132.0959428070887,123.25344999999993
mrna,2021-04-09,140.92,139.4,139.4454750835627,130.84,135.0372952047258,126.77214999999993
mrna,2021-04-12,139.4,149.71,148.33974678389475,131.45200000000003,136.4915301364839,129.77589999999992
mrna,2021-04-13,149.71,160.03,156.07296425713616,134.08100000000002,140.89768675765595,137.12419999999992
mrna,2021-04-14,160.03,159.87,158.67937427227773,138.235,147.27512450510397,147.09894999999992
mrna,2021-04-15,159.87,170.81,166.29584200324035,141.127,151.473416336736,153.23589999999993
mrna,2021-04-16,170.81,161.91,160.92654990270688,144.95300000000003,157.91894422449067,161.0002999999999
mrna,2021-04-19,161.91,156.78,155.09863229950147,148.15300000000002,159.24929614966044,166.5122499999999
mrna,2021-04-20,156.78,169.5,164.51159480792145,150.478,158.42619743310698,169.3068999999999
mrna,2021-04-21,169.5,168.1,166.427320744607,154.281,162.11746495540467,175.15034999999992
mrna,2021-04-22,168.1,173.63,172.28171759898788,157.70300000000003,164.11164330360313,179.5620499999999
mrna,2021-04-23,173.63,177.61,173.96212273752357,160.97400000000002,167.28442886906876,183.2194499999999
mrna,2021-04-26,177.61,183.41,182.8786900592884,164.79500000000002,170.7262859127125,187.7704999999999
mrna,2021-04-27,183.41,178.68,177.6174970732319,168.16500000000002,174.95419060847502,191.08289999999994
mrna,2021-04-28,178.68,175.67,174.66897920150615,170.03000000000003,176.1961270723167,190.97614999999996
mrna,2021-04-29,175.67,178.82,178.8341541840797,171.61000000000004,176.02075138154447,190.35369999999995
mrna,2021-04-30,178.82,186.02,185.2094540541909,172.41100000000003,176.953834254363,188.23749999999995
