symbol,time,actual,predict,model_01,sma_10,ema_5,isma_10
noc,2021-03-23,314.14,316.03,311.9892401633006,307.5289999999997,311.7775432448882,315.1827500000004
noc,2021-03-24,316.03,321.19,319.723240370483,309.1319999999997,313.1950288299255,317.6289000000004
noc,2021-03-25,321.19,319.02,321.5043425175341,311.3099999999997,315.86001921995035,321.14865000000043
noc,2021-03-26,319.02,323.15,321.98745393439015,313.03299999999973,316.91334614663356,323.42440000000045
noc,2021-03-29,323.15,322.68,323.25147400403966,314.7739999999997,318.9922307644224,325.6682000000004
noc,2021-03-30,322.68,323.64,324.1071187368926,316.4579999999997,320.2214871762816,327.6228000000004
noc,2021-03-31,323.64,322.24,322.9744565945669,317.76499999999965,321.3609914508544,328.61090000000036
noc,2021-04-01,322.24,330.65,329.7462594795966,318.49499999999966,321.6539943005696,328.30845000000033
noc,2021-04-05,330.65,331.16,332.12140003102877,320.69499999999965,324.6526628670464,331.4671000000004
noc,2021-04-06,331.16,333.97,336.6073681685012,322.38999999999965,326.8217752446976,333.23785000000044
noc,2021-04-07,333.97,336.12,337.66441457045147,324.37299999999965,329.2045168297984,335.66875000000044
noc,2021-04-08,336.12,339.95,341.78832550609087,326.3819999999996,331.5096778865323,338.1037500000005
noc,2021-04-09,339.95,340.69,344.0062023709883,328.2579999999996,334.32311859102157,340.2515500000005
noc,2021-04-12,340.69,338.61,341.42447302198,330.4249999999996,336.4454123940144,343.06025000000056
noc,2021-04-13,338.61,341.82,343.0721747377809,331.9709999999996,337.1669415960096,344.3457000000006
noc,2021-04-14,341.82,344.59,346.4613818807287,333.88499999999965,338.71796106400643,346.5166500000006
noc,2021-04-15,344.59,346.43,350.89554862055775,335.9799999999997,340.6753073760043,349.02190000000064
noc,2021-04-16,346.43,344.64,348.661462191772,338.3989999999996,342.59353825066955,352.0838000000007
noc,2021-04-19,344.64,345.14,347.2889197876434,339.7979999999996,343.27569216711305,352.71585000000067
noc,2021-04-20,345.14,345.52,347.3006406065308,341.1959999999996,343.89712811140873,353.3899500000007
noc,2021-04-21,345.52,343.43,345.40803303439515,342.35099999999954,344.43808540760585,353.5807500000007
noc,2021-04-22,343.43,342.04,343.7340300989923,343.08199999999954,344.10205693840396,352.9032500000007
noc,2021-04-23,342.04,337.8,340.47698959813323,343.2909999999996,343.41470462560267,351.17080000000067
noc,2021-04-26,337.8,339.87,340.184099931192,343.0019999999996,341.54313641706847,348.5617500000007
noc,2021-04-27,339.87,338.37,339.6728072248581,343.1279999999996,340.9854242780457,347.2032000000007
noc,2021-04-28,338.37,352.22,351.5290430653418,342.78299999999956,340.1136161853638,345.00600000000065
noc,2021-04-29,352.22,354.44,355.4906286724973,343.54599999999954,344.14907745690925,345.77860000000067
noc,2021-04-30,354.44,361.0,361.43906853166675,344.3469999999996,347.5793849712729,346.8889000000007
noc,2021-05-03,361.0,368.12,369.72916862648225,345.9829999999996,352.05292331418195,350.0511500000007
noc,2021-05-04,368.12,372.99,375.96793626253196,348.2809999999996,357.40861554278797,354.7334000000007
noc,2021-05-05,372.99,370.05,375.72729490115665,351.02799999999957,362.6024103618587,360.29935000000074
noc,2021-05-06,370.05,370.63,373.85304640621007,353.6899999999996,365.0849402412391,365.3631500000007
noc,2021-05-07,370.63,373.8,376.10770636494806,356.54899999999964,366.93329349415944,370.52195000000074
noc,2021-05-10,373.8,368.3,372.55149483829246,360.1489999999996,369.22219566277295,376.94990000000075
noc,2021-05-11,368.3,363.15,366.05733755536073,362.9919999999996,368.9147971085153,381.0778000000007
noc,2021-05-12,363.15,370.06,370.6213812681588,365.4699999999997,366.99319807234355,383.8697500000007
noc,2021-05-13,370.06,371.61,372.3586730303651,367.2539999999996,368.0154653815624,384.7735500000007
noc,2021-05-14,371.61,372.87,373.7959637464012,368.97099999999966,369.2136435877083,385.37245000000064
noc,2021-05-17,372.87,368.62,370.3513692892608,370.1579999999996,370.4324290584722,384.7137000000007
noc,2021-05-18,368.62,370.9,373.3111392267201,370.20799999999963,369.8282860389815,381.54965000000067
noc,2021-05-19,370.9,371.96,372.0854098423121,369.9989999999996,370.18552402598766,378.1815000000006
noc,2021-05-20,371.96,370.46,372.0320162913768,370.1899999999996,370.7770160173251,376.1840000000006
noc,2021-05-21,370.46,372.18,373.87619025358856,370.1729999999996,370.6713440115501,374.09790000000066
