year,timestamp,Butterfinger,100 Grand Bar,Anonymous brown globs that come in black and orange wrappers,Any full-sized candy bar,Black Jacks,Bottle Caps,Box'o'Raisins,Cadbury Creme Eggs,Candy Corn,"Vials of pure high fructose corn syrup, for main-lining into your vein",Candy that is clearly just the stuff given out for free at restaurants,"Cash, or other forms of legal tender",Chiclets,Caramellos,Snickers,Hershey's Dark Chocolate,Dental paraphenalia,Dots,Fuzzy Peaches,Generic Brand Acetaminophen,Glow sticks,Broken glow stick,Goo Goo Clusters,Good N' Plenty,Gum from baseball cards,Gummy Bears straight up,Creepy Religious comics/Chick Tracts,Healthy Fruit,Heath Bar,Hershey's Kisses,Hershey’s Milk Chocolate,Hugs (actual physical hugs),Jolly Rancher (bad flavor),Jolly Ranchers (good flavor),Kale smoothie,Kinder Happy Hippo,Kit Kat,Hard Candy,LemonHeads,Licorice (not black),Lindt Truffle,Lollipops,Mars,Mary Janes,Maynards,Milk Duds,LaffyTaffy,Minibags of chips,Reggie Jackson Bar,Pixy Stix,Nerds,Nestle Crunch,Now'n'Laters,Pencils,Milky Way,Reese’s Peanut Butter Cups,Tolberone something or other,Junior Mints,Senior Mints,Mint Kisses,Mint Juleps,Peanut M&M’s,Regular M&Ms,Rolos,Skittles,Smarties (American),Smarties (Commonwealth),Chick-o-Sticks (we don’t know what that is),Spotted Dick,Starburst,Swedish Fish,Those odd marshmallow circus peanut things,Three Musketeers,Trail Mix,Twix,Vicodin,White Bread,Whole Wheat anything,York Peppermint Patties,Necco Wafers
2015,2015-10-29 20:20:20.494000,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,0,2,2,0,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2
2015,2015-10-29 20:28:39.310000,0,2,2,1,0,0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,0,0,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,1,2,1,1,1,0,2,2,0,1
2015,2015-10-29 20:29:57.585000,2,0,2,1,2,0,2,0,1,1,1,1,1,1,0,1,1,1,2,2,1,1,0,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,0,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,1,2,1,1,2,2,2,1,2,1,2,0,1,2,1,2,2,1
2015,2015-10-29 20:31:08.703000,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,0,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2
2015,2015-10-29 20:45:02.995000,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2015-10-29 20:46:14.363000,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,0,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,0,1,2,1,1,2,2,2,1,2,2,2,1,2
2015,2015-10-29 20:59:45.160000,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2
2015,2015-10-29 21:14:52.113000,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,0,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1
2015,2015-10-29 21:25:50.908000,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,0,1,1,0,1,0,0,2,2,1,1,2,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,2,1,0,1,1,0,2,2,1,1,2,1,2,1,1,2,2,1,1
2015,2015-10-29 21:32:28.471000,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,0,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,0,2
2015,2015-10-29 21:55:41.377000,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,0,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
2015,2015-10-29 21:55:22.861000,1,1,2,1,0,0,2,1,2,2,2,1,0,1,1,1,0,2,0,0,1,2,0,0,1,1,2,0,0,1,1,1,2,1,2,0,1,1,0,0,1,1,0,0,0,1,1,1,0,2,2,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
2015,2015-10-29 22:01:53.104000,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,0,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1
2015,2015-10-29 22:07:17.738000,0,1,2,1,2,2,2,1,2,0,2,1,0,1,1,1,2,0,0,2,1,2,0,2,2,1,2,2,1,0,0,0,1,1,2,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,2,0,0,2,1,2,2,1,2,1,1,2,2,1,2
2015,2015-10-29 22:17:55.868000,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,0,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1
2015,2015-10-29 22:18:37.206000,2,1,2,1,0,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,0,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,1,0,1,1,1,2,2,2,1,2,0,2,1,1,0,2,1,1,1,2,2,2,2,1,1,2,1,1,0,0,0,1,1,0,1,2,2,1,2,2,1,2
2015,2015-10-29 22:21:15.230000,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2
2015,2015-10-29 22:24:04.452000,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,0,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,2
2015,2015-10-29 22:27:59.367000,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2015,2015-10-29 22:29:10.345000,1,1,2,0,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,0,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2
2015,2015-10-29 22:32:37.466000,1,1,2,1,1,1,0,2,1,0,2,1,0,1,1,0,0,0,0,2,0,2,0,1,2,0,2,2,0,1,1,2,2,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,2,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,2,0,1,1,0,0,1,2,2,2,1,1
2015,2015-10-29 22:47:46.179000,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,0,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2
2015,2015-10-29 22:47:59.180000,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,0,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2
2015,2015-10-29 22:50:20.567000,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,0,1,2,1,2,2,1,2,1,1,2,2,1,2,2,1,0,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2
2015,2015-10-29 22:54:49.573000,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,0,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1
2015,2015-10-29 22:59:16.208000,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,0,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,0,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2
2015,2015-10-29 23:11:38.520000,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,0,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2
2015,2015-10-29 23:14:29.737000,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,0,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1
2015,2015-10-29 23:22:22.056000,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,0,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
2015,2015-10-29 23:35:18.071000,1,2,2,0,2,0,2,2,2,2,2,1,0,2,1,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,1,2,2,0,2,2,0,0,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,0,1
2015,2015-10-29 23:53:00.379000,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,1,2,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2015,2015-10-29 23:57:20.666000,1,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,0,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1
2015,2015-10-30 00:15:14.033000,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,0,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2
2015,2015-10-30 00:23:42.533000,2,1,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2015-10-30 00:43:33.866000,1,0,2,1,2,0,2,1,2,2,2,1,2,1,1,1,2,0,0,2,1,2,0,2,2,0,2,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,2,1,1,1,1,0,0,1,1,1,0,0,2,2,0,0,1,1,2,1,0,0,0,0,0,1,0
2015,2015-10-30 01:18:27.795000,1,1,0,1,0,2,1,1,1,2,0,1,1,1,1,1,0,2,0,2,2,2,0,0,2,1,1,1,1,1,1,2,2,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,1,1,1,1,0,0,0,2,1,0,0,1,1,1,2,2,0,1,0
2015,2015-10-30 01:46:09.442000,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2
2015,2015-10-30 01:59:15.436000,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2015,2015-10-30 02:02:56.222000,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2
2015,2015-10-30 02:40:19.960000,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,0,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2
2015,2015-10-30 02:58:24.573000,1,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,0,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1
2015,2015-10-30 02:59:08.988000,1,1,2,1,0,1,2,1,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2015,2015-10-30 03:00:51.970000,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,0,2,1,1,2,2,2,2,2,1,2,1,0,1,2,1,0,1,1,1,1,0,1,1,1,0,2,1,1,0,1,0,0,1,1,1,1,1,1,1,0,2,1,1,2,2,1,1,2,2,2,1,1
2015,2015-10-30 03:30:20.980000,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,0,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2
2015,2015-10-30 03:43:14.477000,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,0,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1
2015,2015-10-30 03:43:39.316000,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,0,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2
2015,2015-10-30 03:45:36.377000,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,0,1,0,0,0,0,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2
2015,2015-10-30 03:49:49.260000,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,0,0,2,1,0,2,1,0,1,1,2,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,2,0,0,0,2,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2015,2015-10-30 04:20:06.871000,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,0,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1
2015,2015-10-30 04:23:12.590000,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,0,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2
2015,2015-10-30 04:37:46.802000,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,0,1,1,1,2,2,1,1,2,2,1,1,1,1,2,0,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2
2015,2015-10-30 04:43:27.957000,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
2015,2015-10-30 04:50:48.047000,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2
2015,2015-10-30 04:54:12.191000,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,0,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1
2015,2015-10-30 04:56:49.464000,1,1,0,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,0,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2
2015,2015-10-30 04:58:22.600000,0,0,2,0,0,0,1,0,2,2,2,2,0,0,0,1,0,2,0,2,1,2,0,0,0,2,2,1,0,0,1,1,2,2,2,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,2,0,0,0,2,1,1,0,2,2,2,0,0,2,2,0,0,1,0,2,2,1,0,0
2015,2015-10-30 05:00:29.117000,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,0,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2
2015,2015-10-30 05:04:51.835000,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,0,1,2,1,1,1,1,1,2,1,2,2,1,2,1,0,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2
2015,2015-10-30 05:17:41.307000,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,0,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1
2015,2015-10-30 05:28:41.239000,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,0,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1
2015,2015-10-30 05:32:45.785000,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,0,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1
2015,2015-10-30 05:40:29.958000,0,0,2,1,2,0,2,0,0,0,2,0,0,0,0,1,2,0,0,2,0,2,0,2,0,0,2,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0
2015,2015-10-30 05:35:06.279000,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2015,2015-10-30 05:36:55.105000,1,2,2,1,2,0,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,0,1,0,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1
2015,2015-10-30 05:39:27.844000,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,0,2,2,2,1,2,1,2,1,2,2,0,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1
2015,2015-10-30 05:41:33.199000,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
2015,2015-10-30 05:41:53.620000,1,2,1,2,2,2,0,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,0,1,2,1,1,2,1,2,0,2,2,2,1,2,2,1,1,1,1,2,0,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1
2015,2015-10-30 05:43:01.204000,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,0,2,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2
2015,2015-10-30 05:43:18.134000,2,2,2,2,2,2,2,2,1,2,2,2,2,0,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,0,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1
2015,2015-10-30 05:45:58.030000,1,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,0,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2
2015,2015-10-30 05:46:23.488000,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2
2015,2015-10-30 05:46:51.544000,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,0,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2
2015,2015-10-30 05:47:38.332000,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,0,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,2
