"","county","totalcountconfirmed","totalcountdeaths","newcountconfirmed","newcountdeaths","date"
"1","santa clara",151,6,151,6,2020-03-18
"2","santa clara",183,8,32,2,2020-03-19
"3","santa clara",246,8,63,0,2020-03-20
"4","santa clara",269,10,23,2,2020-03-21
"5","santa clara",284,13,15,3,2020-03-22
"6","santa clara",336,13,52,0,2020-03-23
"7","santa clara",389,17,53,4,2020-03-24
"8","santa clara",452,20,63,3,2020-03-25
"9","santa clara",487,20,35,0,2020-03-26
"10","santa clara",557,25,70,5,2020-03-27
"11","santa clara",587,27,30,2,2020-03-28
"12","santa clara",591,30,4,3,2020-03-29
"13","santa clara",745,31,154,1,2020-03-30
"14","santa clara",777,30,32,-1,2020-03-31
"15","santa clara",805,33,28,3,2020-04-01
"16","santa clara",908,38,103,5,2020-04-02
"17","santa clara",983,39,75,1,2020-04-03
"18","santa clara",1045,39,62,0,2020-04-04
"19","santa clara",1052,42,7,3,2020-04-05
"20","santa clara",1128,43,76,1,2020-04-06
"21","santa clara",1193,46,65,3,2020-04-07
"22","santa clara",1257,47,64,1,2020-04-08
"23","santa clara",1301,49,44,2,2020-04-09
"24","santa clara",1351,52,50,3,2020-04-10
"25","santa clara",1441,52,90,0,2020-04-11
"26","santa clara",1461,53,20,1,2020-04-12
"27","santa clara",1542,60,81,7,2020-04-13
"28","santa clara",1561,66,19,6,2020-04-14
"29","santa clara",1692,66,131,0,2020-04-15
"30","santa clara",1789,69,97,3,2020-04-16
"31","santa clara",1834,73,45,4,2020-04-17
"32","santa clara",1862,73,28,0,2020-04-18
"33","santa clara",1878,79,16,6,2020-04-19
"34","santa clara",1920,83,42,4,2020-04-20
"35","santa clara",1943,88,23,5,2020-04-21
"36","santa clara",1969,94,26,6,2020-04-22
"37","santa clara",1996,95,27,1,2020-04-23
"38","santa clara",2026,98,30,3,2020-04-24
"39","santa clara",2045,99,19,1,2020-04-25
"40","santa clara",2097,102,52,3,2020-04-26
"41","santa clara",2104,105,7,3,2020-04-27
"42","santa clara",2130,106,26,1,2020-04-28
"43","santa clara",2147,108,17,2,2020-04-29
"44","santa clara",2172,111,25,3,2020-04-30
"45","santa clara",2176,113,4,2,2020-05-01
"46","santa clara",2203,115,27,2,2020-05-02
"47","santa clara",2235,116,32,1,2020-05-03
"48","santa clara",2238,119,3,3,2020-05-04
"49","santa clara",2249,123,11,4,2020-05-05
"50","santa clara",2270,126,21,3,2020-05-06
"51","santa clara",2281,127,11,1,2020-05-07
"52","santa clara",2285,130,4,3,2020-05-08
"53","santa clara",2317,130,32,0,2020-05-09
"54","santa clara",2331,130,14,0,2020-05-10
"55","santa clara",2340,133,9,3,2020-05-11
"56","santa clara",2362,133,22,0,2020-05-12
"57","santa clara",2370,135,8,2,2020-05-13
"58","santa clara",2380,135,10,0,2020-05-14
"59","santa clara",2395,136,15,1,2020-05-15
"60","santa clara",2420,136,25,0,2020-05-16
"61","santa clara",2453,136,33,0,2020-05-17
"62","santa clara",2468,136,15,0,2020-05-18
"63","santa clara",2480,139,12,3,2020-05-19
"64","santa clara",2508,139,28,0,2020-05-20
"65","santa clara",2520,139,12,0,2020-05-21
"66","santa clara",2537,139,17,0,2020-05-22
"67","santa clara",2593,139,56,0,2020-05-23
"68","santa clara",2623,139,30,0,2020-05-24
"69","santa clara",2647,140,24,1,2020-05-25
"70","santa clara",2659,140,12,0,2020-05-26
"71","santa clara",2680,141,21,1,2020-05-27
"72","santa clara",2698,141,18,0,2020-05-28
"73","santa clara",2707,141,9,0,2020-05-29
"74","santa clara",2741,141,34,0,2020-05-30
"75","santa clara",2785,144,44,3,2020-05-31
"76","santa clara",2797,144,12,0,2020-06-01
"77","santa clara",2819,144,22,0,2020-06-02
"78","santa clara",2836,144,17,0,2020-06-03
"79","santa clara",2871,144,35,0,2020-06-04
"80","santa clara",2902,144,31,0,2020-06-05
"81","santa clara",2934,144,32,0,2020-06-06
"82","santa clara",2947,144,13,0,2020-06-07
"83","santa clara",2971,149,24,5,2020-06-08
"84","santa clara",3006,149,35,0,2020-06-09
"85","santa clara",3032,149,26,0,2020-06-10
"86","santa clara",3049,149,17,0,2020-06-11
"87","santa clara",3099,150,50,1,2020-06-12
"88","santa clara",3141,150,42,0,2020-06-13
"89","santa clara",3178,151,37,1,2020-06-14
"90","santa clara",3204,152,26,1,2020-06-15
"91","santa clara",3228,152,24,0,2020-06-16
"92","santa clara",3264,152,36,0,2020-06-17
"93","santa clara",3338,152,74,0,2020-06-18
"94","santa clara",3376,152,38,0,2020-06-19
"95","santa clara",3435,154,59,2,2020-06-20
"96","santa clara",3514,154,79,0,2020-06-21
"97","santa clara",3580,154,66,0,2020-06-22
"98","santa clara",3700,155,120,1,2020-06-23
"99","santa clara",3812,155,112,0,2020-06-24
"100","santa clara",3883,155,71,0,2020-06-25
"101","santa clara",3985,155,102,0,2020-06-26
"102","santa clara",4043,155,58,0,2020-06-27
"103","santa clara",4193,155,150,0,2020-06-28
"104","santa clara",4372,156,179,1,2020-06-29
"105","santa clara",4476,157,104,1,2020-06-30
"106","santa clara",4545,158,69,1,2020-07-01
"107","santa clara",4722,159,177,1,2020-07-02
"108","santa clara",4820,160,98,1,2020-07-03
"109","san mateo",57,1,57,1,2020-03-18
"110","san mateo",58,1,1,0,2020-03-19
"111","san mateo",71,1,13,0,2020-03-20
"112","san mateo",78,1,7,0,2020-03-21
"113","san mateo",82,1,4,0,2020-03-22
"114","san mateo",88,1,6,0,2020-03-23
"115","san mateo",100,2,12,1,2020-03-24
"116","san mateo",111,5,11,3,2020-03-25
"117","san mateo",122,5,11,0,2020-03-26
"118","san mateo",213,7,91,2,2020-03-27
"119","san mateo",231,9,18,2,2020-03-28
"120","san mateo",234,12,3,3,2020-03-29
"121","san mateo",257,11,23,-1,2020-03-30
"122","san mateo",297,12,40,1,2020-03-31
"123","san mateo",354,13,57,1,2020-04-01
"124","san mateo",423,13,69,0,2020-04-02
"125","san mateo",474,13,51,0,2020-04-03
"126","san mateo",520,17,46,4,2020-04-04
"127","san mateo",528,19,8,2,2020-04-05
"128","san mateo",569,20,41,1,2020-04-06
"129","san mateo",573,22,4,2,2020-04-07
"130","san mateo",608,22,35,0,2020-04-08
"131","san mateo",630,23,22,1,2020-04-09
"132","san mateo",642,21,12,-2,2020-04-10
"133","san mateo",662,25,20,4,2020-04-11
"134","san mateo",664,25,2,0,2020-04-12
"135","san mateo",679,25,15,0,2020-04-13
"136","san mateo",681,25,2,0,2020-04-14
"137","san mateo",707,25,26,0,2020-04-15
"138","san mateo",745,25,38,0,2020-04-16
"139","san mateo",768,28,23,3,2020-04-17
"140","san mateo",821,28,53,0,2020-04-18
"141","san mateo",845,31,24,3,2020-04-19
"142","san mateo",890,31,45,0,2020-04-20
"143","san mateo",933,31,43,0,2020-04-21
"144","san mateo",945,39,12,8,2020-04-22
"145","san mateo",970,39,25,0,2020-04-23
"146","san mateo",1004,43,34,4,2020-04-24
"147","san mateo",1054,43,50,0,2020-04-25
"148","san mateo",1070,46,16,3,2020-04-26
"149","san mateo",1092,46,22,0,2020-04-27
"150","san mateo",1129,48,37,2,2020-04-28
"151","san mateo",1170,50,41,2,2020-04-29
"152","san mateo",1194,52,24,2,2020-04-30
"153","san mateo",1222,52,28,0,2020-05-01
"154","san mateo",1272,52,50,0,2020-05-02
"155","san mateo",1277,53,5,1,2020-05-03
"156","san mateo",1313,53,36,0,2020-05-04
"157","san mateo",1335,56,22,3,2020-05-05
"158","san mateo",1348,56,13,0,2020-05-06
"159","san mateo",1398,57,50,1,2020-05-07
"160","san mateo",1423,62,25,5,2020-05-08
"161","san mateo",1453,65,30,3,2020-05-09
"162","san mateo",1463,65,10,0,2020-05-10
"163","san mateo",1499,65,36,0,2020-05-11
"164","san mateo",1533,66,34,1,2020-05-12
"165","san mateo",1550,66,17,0,2020-05-13
"166","san mateo",1588,66,38,0,2020-05-14
"167","san mateo",1612,67,24,1,2020-05-15
"168","san mateo",1652,68,40,1,2020-05-16
"169","san mateo",1680,68,28,0,2020-05-17
"170","san mateo",1701,68,21,0,2020-05-18
"171","san mateo",1704,75,3,7,2020-05-19
"172","san mateo",1739,75,35,0,2020-05-20
"173","san mateo",1791,75,52,0,2020-05-21
"174","san mateo",1847,76,56,1,2020-05-22
"175","san mateo",1862,76,15,0,2020-05-23
"176","san mateo",1925,76,63,0,2020-05-24
"177","san mateo",1938,76,13,0,2020-05-25
"178","san mateo",1967,82,29,6,2020-05-26
"179","san mateo",2045,82,78,0,2020-05-27
"180","san mateo",2070,82,25,0,2020-05-28
"181","san mateo",2103,84,33,2,2020-05-29
"182","san mateo",2129,84,26,0,2020-05-30
"183","san mateo",2169,84,40,0,2020-05-31
"184","san mateo",2190,84,21,0,2020-06-01
"185","san mateo",2203,84,13,0,2020-06-02
"186","san mateo",2243,84,40,0,2020-06-03
"187","san mateo",2284,84,41,0,2020-06-04
"188","san mateo",2331,88,47,4,2020-06-05
"189","san mateo",2342,88,11,0,2020-06-06
"190","san mateo",2399,88,57,0,2020-06-07
"191","san mateo",2431,88,32,0,2020-06-08
"192","san mateo",2463,93,32,5,2020-06-09
"193","san mateo",2492,93,29,0,2020-06-10
"194","san mateo",2499,93,7,0,2020-06-11
"195","san mateo",2533,99,34,6,2020-06-12
"196","san mateo",2551,99,18,0,2020-06-13
"197","san mateo",2571,99,20,0,2020-06-14
"198","san mateo",2591,99,20,0,2020-06-15
"199","san mateo",2618,99,27,0,2020-06-16
"200","san mateo",2649,99,31,0,2020-06-17
"201","san mateo",2674,99,25,0,2020-06-18
"202","san mateo",2713,103,39,4,2020-06-19
"203","san mateo",2755,103,42,0,2020-06-20
"204","san mateo",2781,103,26,0,2020-06-21
"205","san mateo",2813,103,32,0,2020-06-22
"206","san mateo",2907,103,94,0,2020-06-23
"207","san mateo",2964,104,57,1,2020-06-24
"208","san mateo",3000,104,36,0,2020-06-25
"209","san mateo",3063,106,63,2,2020-06-26
"210","san mateo",3096,106,33,0,2020-06-27
"211","san mateo",3162,106,66,0,2020-06-28
"212","san mateo",3249,106,87,0,2020-06-29
"213","san mateo",3306,108,57,2,2020-06-30
"214","san mateo",3326,108,20,0,2020-07-01
"215","san mateo",3390,108,64,0,2020-07-02
"216","san mateo",3439,108,49,0,2020-07-03
"217","santa barbara",2,0,2,0,2020-03-18
"218","santa barbara",5,0,3,0,2020-03-19
"219","santa barbara",7,0,2,0,2020-03-20
"220","santa barbara",8,0,1,0,2020-03-21
"221","santa barbara",16,0,8,0,2020-03-22
"222","santa barbara",18,0,2,0,2020-03-23
"223","santa barbara",20,0,2,0,2020-03-24
"224","santa barbara",25,0,5,0,2020-03-25
"225","santa barbara",33,0,8,0,2020-03-26
"226","santa barbara",37,0,4,0,2020-03-27
"227","santa barbara",49,0,12,0,2020-03-28
"228","santa barbara",52,0,3,0,2020-03-29
"229","santa barbara",79,0,27,0,2020-03-30
"230","santa barbara",89,0,10,0,2020-03-31
"231","santa barbara",103,0,14,0,2020-04-01
"232","santa barbara",125,1,22,1,2020-04-02
"233","santa barbara",154,1,29,0,2020-04-03
"234","santa barbara",167,1,13,0,2020-04-04
"235","santa barbara",171,1,4,0,2020-04-05
"236","santa barbara",189,2,18,1,2020-04-06
"237","santa barbara",209,2,20,0,2020-04-07
"238","santa barbara",221,2,12,0,2020-04-08
"239","santa barbara",232,2,11,0,2020-04-09
"240","santa barbara",254,2,22,0,2020-04-10
"241","santa barbara",258,2,4,0,2020-04-11
"242","santa barbara",261,2,3,0,2020-04-12
"243","santa barbara",271,2,10,0,2020-04-13
"244","santa barbara",292,2,21,0,2020-04-14
"245","santa barbara",317,2,25,0,2020-04-15
"246","santa barbara",331,2,14,0,2020-04-16
"247","santa barbara",349,3,18,1,2020-04-17
"248","santa barbara",372,4,23,1,2020-04-18
"249","santa barbara",377,4,5,0,2020-04-19
"250","santa barbara",388,4,11,0,2020-04-20
"251","santa barbara",414,5,26,1,2020-04-21
"252","santa barbara",437,5,23,0,2020-04-22
"253","santa barbara",445,5,8,0,2020-04-23
"254","santa barbara",450,6,5,1,2020-04-24
"255","santa barbara",457,7,7,1,2020-04-25
"256","santa barbara",464,7,7,0,2020-04-26
"257","santa barbara",466,7,2,0,2020-04-27
"258","santa barbara",469,7,3,0,2020-04-28
"259","santa barbara",477,8,8,1,2020-04-29
"260","santa barbara",490,8,13,0,2020-04-30
"261","santa barbara",499,8,9,0,2020-05-01
"262","santa barbara",506,8,7,0,2020-05-02
"263","santa barbara",512,8,6,0,2020-05-03
"264","santa barbara",524,9,12,1,2020-05-04
"265","santa barbara",541,10,17,1,2020-05-05
"266","santa barbara",565,11,24,1,2020-05-06
"267","santa barbara",720,11,155,0,2020-05-07
"268","santa barbara",1054,11,334,0,2020-05-08
"269","santa barbara",1245,11,191,0,2020-05-09
"270","santa barbara",1323,11,78,0,2020-05-10
"271","santa barbara",1372,11,49,0,2020-05-11
"272","santa barbara",1377,11,5,0,2020-05-12
"273","santa barbara",1382,11,5,0,2020-05-13
"274","santa barbara",1395,11,13,0,2020-05-14
"275","santa barbara",1409,11,14,0,2020-05-15
"276","santa barbara",1422,11,13,0,2020-05-16
"277","santa barbara",1457,11,35,0,2020-05-17
"278","santa barbara",1501,11,44,0,2020-05-18
"279","santa barbara",1521,11,20,0,2020-05-19
"280","santa barbara",1524,11,3,0,2020-05-20
"281","santa barbara",1541,11,17,0,2020-05-21
"282","santa barbara",1554,12,13,1,2020-05-22
"283","santa barbara",1566,12,12,0,2020-05-23
"284","santa barbara",1573,12,7,0,2020-05-24
"285","santa barbara",1590,12,17,0,2020-05-25
"286","santa barbara",1590,12,0,0,2020-05-26
"287","santa barbara",1629,12,39,0,2020-05-27
"288","santa barbara",1642,12,13,0,2020-05-28
"289","santa barbara",1656,12,14,0,2020-05-29
"290","santa barbara",1660,12,4,0,2020-05-30
"291","santa barbara",1662,12,2,0,2020-05-31
"292","santa barbara",1671,12,9,0,2020-06-01
"293","santa barbara",1703,14,32,2,2020-06-02
"294","santa barbara",1722,14,19,0,2020-06-03
"295","santa barbara",1750,14,28,0,2020-06-04
"296","santa barbara",1795,15,45,1,2020-06-05
"297","santa barbara",1815,15,20,0,2020-06-06
"298","santa barbara",1818,15,3,0,2020-06-07
"299","santa barbara",1824,15,6,0,2020-06-08
"300","santa barbara",1854,15,30,0,2020-06-09
"301","santa barbara",1878,16,24,1,2020-06-10
"302","santa barbara",1895,16,17,0,2020-06-11
"303","santa barbara",1969,16,74,0,2020-06-12
"304","santa barbara",1999,18,30,2,2020-06-13
"305","santa barbara",2049,18,50,0,2020-06-14
"306","santa barbara",2054,18,5,0,2020-06-15
"307","santa barbara",2090,21,36,3,2020-06-16
"308","santa barbara",2147,22,57,1,2020-06-17
"309","santa barbara",2201,22,54,0,2020-06-18
"310","santa barbara",2284,22,83,0,2020-06-19
"311","santa barbara",2358,22,74,0,2020-06-20
"312","santa barbara",2430,22,72,0,2020-06-21
"313","santa barbara",2447,27,17,5,2020-06-22
"314","santa barbara",2498,27,51,0,2020-06-23
"315","santa barbara",2569,27,71,0,2020-06-24
"316","santa barbara",2633,28,64,1,2020-06-25
"317","santa barbara",2802,28,169,0,2020-06-26
"318","santa barbara",2857,28,55,0,2020-06-27
"319","santa barbara",2945,28,88,0,2020-06-28
"320","santa barbara",3092,29,147,1,2020-06-29
"321","santa barbara",3210,29,118,0,2020-06-30
"322","santa barbara",3286,29,76,0,2020-07-01
"323","santa barbara",3385,29,99,0,2020-07-02
"324","santa barbara",3406,29,21,0,2020-07-03
"325","tuolumne",0,0,0,0,2020-03-18
"326","tuolumne",0,0,0,0,2020-03-19
"327","tuolumne",0,0,0,0,2020-03-20
"328","tuolumne",0,0,0,0,2020-03-21
"329","tuolumne",0,0,0,0,2020-03-22
"330","tuolumne",0,0,0,0,2020-03-23
"331","tuolumne",0,0,0,0,2020-03-24
"332","tuolumne",0,0,0,0,2020-03-25
"333","tuolumne",0,0,0,0,2020-03-26
"334","tuolumne",1,0,1,0,2020-03-27
"335","tuolumne",1,0,0,0,2020-03-28
"336","tuolumne",1,0,0,0,2020-03-29
"337","tuolumne",1,0,0,0,2020-03-30
"338","tuolumne",1,0,0,0,2020-03-31
"339","tuolumne",1,0,0,0,2020-04-01
"340","tuolumne",1,0,0,0,2020-04-02
"341","tuolumne",1,0,0,0,2020-04-03
"342","tuolumne",1,0,0,0,2020-04-04
"343","tuolumne",1,0,0,0,2020-04-05
"344","tuolumne",1,0,0,0,2020-04-06
"345","tuolumne",1,0,0,0,2020-04-07
"346","tuolumne",0,0,-1,0,2020-04-08
"347","tuolumne",0,0,0,0,2020-04-09
"348","tuolumne",0,0,0,0,2020-04-10
"349","tuolumne",0,0,0,0,2020-04-11
"350","tuolumne",0,0,0,0,2020-04-12
"351","tuolumne",0,0,0,0,2020-04-13
"352","tuolumne",0,0,0,0,2020-04-14
"353","tuolumne",1,0,1,0,2020-04-15
"354","tuolumne",1,0,0,0,2020-04-16
"355","tuolumne",2,0,1,0,2020-04-17
"356","tuolumne",2,0,0,0,2020-04-18
"357","tuolumne",2,0,0,0,2020-04-19
"358","tuolumne",2,0,0,0,2020-04-20
"359","tuolumne",2,0,0,0,2020-04-21
"360","tuolumne",2,0,0,0,2020-04-22
"361","tuolumne",2,0,0,0,2020-04-23
"362","tuolumne",2,0,0,0,2020-04-24
"363","tuolumne",2,0,0,0,2020-04-25
"364","tuolumne",3,0,1,0,2020-04-26
"365","tuolumne",3,0,0,0,2020-04-27
"366","tuolumne",4,0,1,0,2020-04-28
"367","tuolumne",4,0,0,0,2020-04-29
"368","tuolumne",3,0,-1,0,2020-04-30
"369","tuolumne",3,0,0,0,2020-05-01
"370","tuolumne",3,0,0,0,2020-05-02
"371","tuolumne",3,0,0,0,2020-05-03
"372","tuolumne",3,0,0,0,2020-05-04
"373","tuolumne",2,0,-1,0,2020-05-05
"374","tuolumne",2,0,0,0,2020-05-06
"375","tuolumne",2,0,0,0,2020-05-07
"376","tuolumne",2,0,0,0,2020-05-08
"377","tuolumne",2,0,0,0,2020-05-09
"378","tuolumne",2,0,0,0,2020-05-10
"379","tuolumne",2,0,0,0,2020-05-11
"380","tuolumne",2,0,0,0,2020-05-12
"381","tuolumne",2,0,0,0,2020-05-13
"382","tuolumne",2,0,0,0,2020-05-14
"383","tuolumne",2,0,0,0,2020-05-15
"384","tuolumne",2,0,0,0,2020-05-16
"385","tuolumne",2,0,0,0,2020-05-17
"386","tuolumne",2,0,0,0,2020-05-18
"387","tuolumne",2,0,0,0,2020-05-19
"388","tuolumne",2,0,0,0,2020-05-20
"389","tuolumne",2,0,0,0,2020-05-21
"390","tuolumne",2,0,0,0,2020-05-22
"391","tuolumne",2,0,0,0,2020-05-23
"392","tuolumne",2,0,0,0,2020-05-24
"393","tuolumne",2,0,0,0,2020-05-25
"394","tuolumne",2,0,0,0,2020-05-26
"395","tuolumne",4,0,2,0,2020-05-27
"396","tuolumne",4,0,0,0,2020-05-28
"397","tuolumne",4,0,0,0,2020-05-29
"398","tuolumne",4,0,0,0,2020-05-30
"399","tuolumne",4,0,0,0,2020-05-31
"400","tuolumne",4,0,0,0,2020-06-01
"401","tuolumne",4,0,0,0,2020-06-02
"402","tuolumne",4,0,0,0,2020-06-03
"403","tuolumne",4,0,0,0,2020-06-04
"404","tuolumne",4,0,0,0,2020-06-05
"405","tuolumne",4,0,0,0,2020-06-06
"406","tuolumne",4,0,0,0,2020-06-07
"407","tuolumne",8,0,4,0,2020-06-08
"408","tuolumne",8,0,0,0,2020-06-09
"409","tuolumne",7,0,-1,0,2020-06-10
"410","tuolumne",7,0,0,0,2020-06-11
"411","tuolumne",7,0,0,0,2020-06-12
"412","tuolumne",7,0,0,0,2020-06-13
"413","tuolumne",7,0,0,0,2020-06-14
"414","tuolumne",7,0,0,0,2020-06-15
"415","tuolumne",7,0,0,0,2020-06-16
"416","tuolumne",7,0,0,0,2020-06-17
"417","tuolumne",8,0,1,0,2020-06-18
"418","tuolumne",8,0,0,0,2020-06-19
"419","tuolumne",8,0,0,0,2020-06-20
"420","tuolumne",8,0,0,0,2020-06-21
"421","tuolumne",8,0,0,0,2020-06-22
"422","tuolumne",9,0,1,0,2020-06-23
"423","tuolumne",9,0,0,0,2020-06-24
"424","tuolumne",10,0,1,0,2020-06-25
"425","tuolumne",10,0,0,0,2020-06-26
"426","tuolumne",13,0,3,0,2020-06-27
"427","tuolumne",14,0,1,0,2020-06-28
"428","tuolumne",16,0,2,0,2020-06-29
"429","tuolumne",16,0,0,0,2020-06-30
"430","tuolumne",22,0,6,0,2020-07-01
"431","tuolumne",23,0,1,0,2020-07-02
"432","tuolumne",27,0,4,0,2020-07-03
"433","sierra",0,0,0,0,2020-03-18
"434","sierra",0,0,0,0,2020-03-19
"435","sierra",0,0,0,0,2020-03-20
"436","sierra",0,0,0,0,2020-03-21
"437","sierra",0,0,0,0,2020-03-22
"438","sierra",0,0,0,0,2020-03-23
"439","sierra",0,0,0,0,2020-03-24
"440","sierra",0,0,0,0,2020-03-25
"441","sierra",0,0,0,0,2020-03-26
"442","sierra",0,0,0,0,2020-03-27
"443","sierra",0,0,0,0,2020-03-28
"444","sierra",0,0,0,0,2020-03-29
"445","sierra",0,0,0,0,2020-03-31
"446","sierra",0,0,0,0,2020-04-01
"447","sierra",0,0,0,0,2020-04-02
"448","sierra",0,0,0,0,2020-04-03
"449","sierra",0,0,0,0,2020-04-04
"450","sierra",0,0,0,0,2020-04-05
"451","sierra",0,0,0,0,2020-04-06
"452","sierra",0,0,0,0,2020-04-07
"453","sierra",0,0,0,0,2020-04-08
"454","sierra",0,0,0,0,2020-04-09
"455","sierra",0,0,0,0,2020-04-10
"456","sierra",0,0,0,0,2020-04-11
"457","sierra",0,0,0,0,2020-04-12
"458","sierra",0,0,0,0,2020-04-13
"459","sierra",0,0,0,0,2020-04-14
"460","sierra",0,0,0,0,2020-04-15
"461","sierra",0,0,0,0,2020-04-16
"462","sierra",0,0,0,0,2020-04-17
"463","sierra",0,0,0,0,2020-04-18
"464","sierra",0,0,0,0,2020-04-19
"465","sierra",0,0,0,0,2020-04-20
"466","sierra",0,0,0,0,2020-04-21
"467","sierra",0,0,0,0,2020-04-22
"468","sierra",0,0,0,0,2020-04-23
"469","sierra",0,0,0,0,2020-04-24
"470","sierra",0,0,0,0,2020-04-25
"471","sierra",0,0,0,0,2020-04-26
"472","sierra",0,0,0,0,2020-04-27
"473","sierra",0,0,0,0,2020-04-28
"474","sierra",0,0,0,0,2020-04-29
"475","sierra",0,0,0,0,2020-04-30
"476","sierra",0,0,0,0,2020-05-01
"477","sierra",0,0,0,0,2020-05-02
"478","sierra",0,0,0,0,2020-05-03
"479","sierra",0,0,0,0,2020-05-04
"480","sierra",0,0,0,0,2020-05-05
"481","sierra",0,0,0,0,2020-05-06
"482","sierra",0,0,0,0,2020-05-07
"483","sierra",0,0,0,0,2020-05-08
"484","sierra",0,0,0,0,2020-05-09
"485","sierra",0,0,0,0,2020-05-10
"486","sierra",0,0,0,0,2020-05-11
"487","sierra",0,0,0,0,2020-05-12
"488","sierra",0,0,0,0,2020-05-13
"489","sierra",0,0,0,0,2020-05-14
"490","sierra",0,0,0,0,2020-05-15
"491","sierra",0,0,0,0,2020-05-16
"492","sierra",0,0,0,0,2020-05-17
"493","sierra",0,0,0,0,2020-05-18
"494","sierra",0,0,0,0,2020-05-19
"495","sierra",0,0,0,0,2020-05-20
"496","sierra",0,0,0,0,2020-05-21
"497","sierra",0,0,0,0,2020-05-22
"498","sierra",1,0,1,0,2020-05-23
"499","sierra",1,0,0,0,2020-05-24
"500","sierra",1,0,0,0,2020-05-25
"501","sierra",1,0,0,0,2020-05-26
"502","sierra",1,0,0,0,2020-05-27
"503","sierra",1,0,0,0,2020-05-28
"504","sierra",1,0,0,0,2020-05-29
"505","sierra",1,0,0,0,2020-05-30
"506","sierra",1,0,0,0,2020-05-31
"507","sierra",1,0,0,0,2020-06-01
"508","sierra",1,0,0,0,2020-06-02
"509","sierra",1,0,0,0,2020-06-03
"510","sierra",1,0,0,0,2020-06-04
"511","sierra",1,0,0,0,2020-06-05
"512","sierra",1,0,0,0,2020-06-06
"513","sierra",1,0,0,0,2020-06-07
"514","sierra",1,0,0,0,2020-06-08
"515","sierra",1,0,0,0,2020-06-09
"516","sierra",1,0,0,0,2020-06-10
"517","sierra",1,0,0,0,2020-06-11
"518","sierra",1,0,0,0,2020-06-12
"519","sierra",1,0,0,0,2020-06-13
"520","sierra",1,0,0,0,2020-06-14
"521","sierra",1,0,0,0,2020-06-15
"522","sierra",1,0,0,0,2020-06-16
"523","sierra",1,0,0,0,2020-06-17
"524","sierra",1,0,0,0,2020-06-18
"525","sierra",1,0,0,0,2020-06-19
"526","sierra",1,0,0,0,2020-06-20
"527","sierra",1,0,0,0,2020-06-21
"528","sierra",1,0,0,0,2020-06-22
"529","sierra",1,0,0,0,2020-06-23
"530","sierra",1,0,0,0,2020-06-24
"531","sierra",1,0,0,0,2020-06-25
"532","sierra",1,0,0,0,2020-06-26
"533","sierra",1,0,0,0,2020-06-27
"534","sierra",1,0,0,0,2020-06-28
"535","sierra",1,0,0,0,2020-06-29
"536","sierra",1,0,0,0,2020-06-30
"537","sierra",1,0,0,0,2020-07-01
"538","sierra",1,0,0,0,2020-07-02
"539","sierra",1,0,0,0,2020-07-03
"540","placer",8,1,8,1,2020-03-18
"541","placer",8,1,0,0,2020-03-19
"542","placer",9,1,1,0,2020-03-20
"543","placer",11,1,2,0,2020-03-21
"544","placer",18,1,7,0,2020-03-22
"545","placer",19,1,1,0,2020-03-23
"546","placer",22,1,3,0,2020-03-24
"547","placer",30,1,8,0,2020-03-25
"548","placer",34,1,4,0,2020-03-26
"549","placer",33,1,-1,0,2020-03-27
"550","placer",35,1,2,0,2020-03-28
"551","placer",35,2,0,1,2020-03-29
"552","placer",44,2,9,0,2020-03-30
"553","placer",49,2,5,0,2020-03-31
"554","placer",52,2,3,0,2020-04-01
"555","placer",72,2,20,0,2020-04-02
"556","placer",76,2,4,0,2020-04-03
"557","placer",87,2,11,0,2020-04-04
"558","placer",86,3,-1,1,2020-04-05
"559","placer",90,3,4,0,2020-04-06
"560","placer",94,3,4,0,2020-04-07
"561","placer",102,4,8,1,2020-04-08
"562","placer",107,4,5,0,2020-04-09
"563","placer",112,7,5,3,2020-04-10
"564","placer",113,7,1,0,2020-04-11
"565","placer",114,7,1,0,2020-04-12
"566","placer",116,7,2,0,2020-04-13
"567","placer",117,7,1,0,2020-04-14
"568","placer",123,7,6,0,2020-04-15
"569","placer",129,8,6,1,2020-04-16
"570","placer",130,8,1,0,2020-04-17
"571","placer",130,8,0,0,2020-04-18
"572","placer",131,8,1,0,2020-04-19
"573","placer",132,8,1,0,2020-04-20
"574","placer",133,8,1,0,2020-04-21
"575","placer",133,8,0,0,2020-04-22
"576","placer",136,8,3,0,2020-04-23
"577","placer",137,8,1,0,2020-04-24
"578","placer",137,8,0,0,2020-04-25
"579","placer",141,8,4,0,2020-04-26
"580","placer",142,8,1,0,2020-04-27
"581","placer",143,8,1,0,2020-04-28
"582","placer",145,8,2,0,2020-04-29
"583","placer",148,8,3,0,2020-04-30
"584","placer",149,8,1,0,2020-05-01
"585","placer",150,8,1,0,2020-05-02
"586","placer",161,8,11,0,2020-05-03
"587","placer",162,8,1,0,2020-05-04
"588","placer",162,8,0,0,2020-05-05
"589","placer",164,8,2,0,2020-05-06
"590","placer",165,8,1,0,2020-05-07
"591","placer",166,8,1,0,2020-05-08
"592","placer",168,8,2,0,2020-05-09
"593","placer",168,8,0,0,2020-05-10
"594","placer",170,8,2,0,2020-05-11
"595","placer",170,8,0,0,2020-05-12
"596","placer",170,9,0,1,2020-05-13
"597","placer",172,9,2,0,2020-05-14
