"","county","totalcountconfirmed","totalcountdeaths","newcountconfirmed","newcountdeaths","date"
"3322","lake",36,0,-1,0,2020-06-21
"3323","lake",37,0,1,0,2020-06-22
"3324","lake",40,0,3,0,2020-06-23
"3325","lake",40,0,0,0,2020-06-24
"3326","lake",43,0,3,0,2020-06-25
"3327","lake",43,0,0,0,2020-06-26
"3328","lake",43,0,0,0,2020-06-27
"3329","lake",56,0,13,0,2020-06-28
"3330","lake",62,0,6,0,2020-06-29
"3331","lake",68,0,6,0,2020-06-30
"3332","lake",76,0,8,0,2020-07-01
"3333","lake",81,0,5,0,2020-07-02
"3334","lake",83,0,2,0,2020-07-03
"3335","modoc",0,0,0,0,2020-04-03
"3336","modoc",0,0,0,0,2020-04-04
"3337","modoc",0,0,0,0,2020-04-05
"3338","modoc",0,0,0,0,2020-04-06
"3339","modoc",0,0,0,0,2020-04-07
"3340","modoc",0,0,0,0,2020-04-08
"3341","modoc",0,0,0,0,2020-04-09
"3342","modoc",0,0,0,0,2020-04-10
"3343","modoc",0,0,0,0,2020-04-11
"3344","modoc",0,0,0,0,2020-04-12
"3345","modoc",0,0,0,0,2020-04-13
"3346","modoc",0,0,0,0,2020-04-14
"3347","modoc",0,0,0,0,2020-04-15
"3348","modoc",0,0,0,0,2020-04-16
"3349","modoc",0,0,0,0,2020-04-17
"3350","modoc",0,0,0,0,2020-04-18
"3351","modoc",0,0,0,0,2020-04-19
"3352","modoc",0,0,0,0,2020-04-20
"3353","modoc",0,0,0,0,2020-04-21
"3354","modoc",0,0,0,0,2020-04-22
"3355","modoc",0,0,0,0,2020-04-23
"3356","modoc",0,0,0,0,2020-04-24
"3357","modoc",0,0,0,0,2020-04-25
"3358","modoc",0,0,0,0,2020-04-26
"3359","modoc",0,0,0,0,2020-04-27
"3360","modoc",0,0,0,0,2020-04-28
"3361","modoc",0,0,0,0,2020-04-29
"3362","modoc",0,0,0,0,2020-04-30
"3363","modoc",0,0,0,0,2020-05-01
"3364","modoc",0,0,0,0,2020-05-02
"3365","modoc",0,0,0,0,2020-05-03
"3366","modoc",0,0,0,0,2020-05-04
"3367","modoc",0,0,0,0,2020-05-05
"3368","modoc",0,0,0,0,2020-05-06
"3369","modoc",0,0,0,0,2020-05-07
"3370","modoc",0,0,0,0,2020-05-08
"3371","modoc",0,0,0,0,2020-05-09
"3372","modoc",0,0,0,0,2020-05-10
"3373","modoc",0,0,0,0,2020-05-11
"3374","modoc",0,0,0,0,2020-05-12
"3375","modoc",0,0,0,0,2020-05-13
"3376","modoc",0,0,0,0,2020-05-14
"3377","modoc",0,0,0,0,2020-05-15
"3378","modoc",0,0,0,0,2020-05-16
"3379","modoc",0,0,0,0,2020-05-17
"3380","modoc",0,0,0,0,2020-05-18
"3381","modoc",0,0,0,0,2020-05-19
"3382","modoc",0,0,0,0,2020-05-20
"3383","modoc",0,0,0,0,2020-05-21
"3384","modoc",0,0,0,0,2020-05-22
"3385","modoc",0,0,0,0,2020-05-23
"3386","modoc",0,0,0,0,2020-05-24
"3387","modoc",1,0,1,0,2020-05-25
"3388","modoc",1,0,0,0,2020-05-26
"3389","modoc",0,0,-1,0,2020-05-27
"3390","modoc",0,0,0,0,2020-05-28
"3391","modoc",0,0,0,0,2020-05-29
"3392","modoc",0,0,0,0,2020-05-30
"3393","modoc",0,0,0,0,2020-05-31
"3394","modoc",0,0,0,0,2020-06-01
"3395","modoc",0,0,0,0,2020-06-02
"3396","modoc",0,0,0,0,2020-06-03
"3397","modoc",0,0,0,0,2020-06-04
"3398","modoc",0,0,0,0,2020-06-05
"3399","modoc",0,0,0,0,2020-06-06
"3400","modoc",0,0,0,0,2020-06-07
"3401","modoc",0,0,0,0,2020-06-08
"3402","modoc",0,0,0,0,2020-06-09
"3403","modoc",0,0,0,0,2020-06-10
"3404","modoc",0,0,0,0,2020-06-11
"3405","modoc",0,0,0,0,2020-06-12
"3406","modoc",0,0,0,0,2020-06-13
"3407","modoc",0,0,0,0,2020-06-14
"3408","modoc",0,0,0,0,2020-06-15
"3409","modoc",0,0,0,0,2020-06-16
"3410","modoc",0,0,0,0,2020-06-17
"3411","modoc",0,0,0,0,2020-06-18
"3412","modoc",0,0,0,0,2020-06-19
"3413","modoc",0,0,0,0,2020-06-20
"3414","modoc",0,0,0,0,2020-06-21
"3415","modoc",0,0,0,0,2020-06-22
"3416","modoc",0,0,0,0,2020-06-23
"3417","modoc",0,0,0,0,2020-06-24
"3418","modoc",0,0,0,0,2020-06-25
"3419","modoc",0,0,0,0,2020-06-26
"3420","modoc",0,0,0,0,2020-06-27
"3421","modoc",0,0,0,0,2020-06-28
"3422","modoc",0,0,0,0,2020-06-29
"3423","modoc",0,0,0,0,2020-06-30
"3424","modoc",0,0,0,0,2020-07-01
"3425","modoc",0,0,0,0,2020-07-02
"3426","modoc",0,0,0,0,2020-07-03
"3427","tulare",3,0,3,0,2020-03-18
"3428","tulare",3,0,0,0,2020-03-19
"3429","tulare",4,0,1,0,2020-03-20
"3430","tulare",5,0,1,0,2020-03-21
"3431","tulare",5,0,0,0,2020-03-22
"3432","tulare",9,0,4,0,2020-03-23
"3433","tulare",10,0,1,0,2020-03-24
"3434","tulare",11,0,1,0,2020-03-25
"3435","tulare",15,0,4,0,2020-03-26
"3436","tulare",15,0,0,0,2020-03-27
"3437","tulare",23,0,8,0,2020-03-28
"3438","tulare",24,1,1,1,2020-03-29
"3439","tulare",40,1,16,0,2020-03-30
"3440","tulare",42,1,2,0,2020-03-31
"3441","tulare",43,1,1,0,2020-04-01
"3442","tulare",64,1,21,0,2020-04-02
"3443","tulare",73,3,9,2,2020-04-03
"3444","tulare",79,4,6,1,2020-04-04
"3445","tulare",81,4,2,0,2020-04-05
"3446","tulare",126,5,45,1,2020-04-06
"3447","tulare",144,5,18,0,2020-04-07
"3448","tulare",145,6,1,1,2020-04-08
"3449","tulare",147,9,2,3,2020-04-09
"3450","tulare",163,11,16,2,2020-04-10
"3451","tulare",168,11,5,0,2020-04-11
"3452","tulare",166,11,-2,0,2020-04-12
"3453","tulare",186,13,20,2,2020-04-13
"3454","tulare",228,13,42,0,2020-04-14
"3455","tulare",289,15,61,2,2020-04-15
"3456","tulare",305,17,16,2,2020-04-16
"3457","tulare",370,17,65,0,2020-04-17
"3458","tulare",385,17,15,0,2020-04-18
"3459","tulare",391,17,6,0,2020-04-19
"3460","tulare",401,18,10,1,2020-04-20
"3461","tulare",410,22,9,4,2020-04-21
"3462","tulare",425,25,15,3,2020-04-22
"3463","tulare",440,25,15,0,2020-04-23
"3464","tulare",459,28,19,3,2020-04-24
"3465","tulare",478,32,19,4,2020-04-25
"3466","tulare",497,32,19,0,2020-04-26
"3467","tulare",535,32,38,0,2020-04-27
"3468","tulare",579,35,44,3,2020-04-28
"3469","tulare",615,36,36,1,2020-04-29
"3470","tulare",637,40,22,4,2020-04-30
"3471","tulare",685,40,48,0,2020-05-01
"3472","tulare",711,40,26,0,2020-05-02
"3473","tulare",736,40,25,0,2020-05-03
"3474","tulare",760,40,24,0,2020-05-04
"3475","tulare",869,40,109,0,2020-05-05
"3476","tulare",963,41,94,1,2020-05-06
"3477","tulare",1001,43,38,2,2020-05-07
"3478","tulare",1050,44,49,1,2020-05-08
"3479","tulare",1083,47,33,3,2020-05-09
"3480","tulare",1143,48,60,1,2020-05-10
"3481","tulare",1203,50,60,2,2020-05-11
"3482","tulare",1261,52,58,2,2020-05-12
"3483","tulare",1283,54,22,2,2020-05-13
"3484","tulare",1317,54,34,0,2020-05-14
"3485","tulare",1356,64,39,10,2020-05-15
"3486","tulare",1426,67,70,3,2020-05-16
"3487","tulare",1430,67,4,0,2020-05-17
"3488","tulare",1491,67,61,0,2020-05-18
"3489","tulare",1551,71,60,4,2020-05-19
"3490","tulare",1585,73,34,2,2020-05-20
"3491","tulare",1606,74,21,1,2020-05-21
"3492","tulare",1662,75,56,1,2020-05-22
"3493","tulare",1682,75,20,0,2020-05-23
"3494","tulare",1684,75,2,0,2020-05-24
"3495","tulare",1747,75,63,0,2020-05-25
"3496","tulare",1768,79,21,4,2020-05-26
"3497","tulare",1817,79,49,0,2020-05-27
"3498","tulare",1832,80,15,1,2020-05-28
"3499","tulare",1852,84,20,4,2020-05-29
"3500","tulare",1879,84,27,0,2020-05-30
"3501","tulare",1884,84,5,0,2020-05-31
"3502","tulare",1976,89,92,5,2020-06-01
"3503","tulare",2012,89,36,0,2020-06-02
"3504","tulare",2041,90,29,1,2020-06-03
"3505","tulare",2086,92,45,2,2020-06-04
"3506","tulare",2180,92,94,0,2020-06-05
"3507","tulare",2213,92,33,0,2020-06-06
"3508","tulare",2219,92,6,0,2020-06-07
"3509","tulare",2301,94,82,2,2020-06-08
"3510","tulare",2393,94,92,0,2020-06-09
"3511","tulare",2455,96,62,2,2020-06-10
"3512","tulare",2473,98,18,2,2020-06-11
"3513","tulare",2552,98,79,0,2020-06-12
"3514","tulare",2626,98,74,0,2020-06-13
"3515","tulare",2646,98,20,0,2020-06-14
"3516","tulare",2662,98,16,0,2020-06-15
"3517","tulare",2802,98,140,0,2020-06-16
"3518","tulare",2882,106,80,8,2020-06-17
"3519","tulare",3005,107,123,1,2020-06-18
"3520","tulare",3053,111,48,4,2020-06-19
"3521","tulare",3172,111,119,0,2020-06-20
"3522","tulare",3173,111,1,0,2020-06-21
"3523","tulare",3185,113,12,2,2020-06-22
"3524","tulare",3456,116,271,3,2020-06-23
"3525","tulare",3541,118,85,2,2020-06-24
"3526","tulare",3668,119,127,1,2020-06-25
"3527","tulare",3743,122,75,3,2020-06-26
"3528","tulare",3847,122,104,0,2020-06-27
"3529","tulare",3923,122,76,0,2020-06-28
"3530","tulare",4137,124,214,2,2020-06-29
"3531","tulare",4306,126,169,2,2020-06-30
"3532","tulare",4384,128,78,2,2020-07-01
"3533","tulare",4559,133,175,5,2020-07-02
"3534","tulare",4656,136,97,3,2020-07-03
"3535","san benito",3,0,3,0,2020-03-18
"3536","san benito",3,0,0,0,2020-03-19
"3537","san benito",4,1,1,1,2020-03-20
"3538","san benito",4,1,0,0,2020-03-21
"3539","san benito",4,1,0,0,2020-03-22
"3540","san benito",4,1,0,0,2020-03-23
"3541","san benito",4,1,0,0,2020-03-24
"3542","san benito",4,1,0,0,2020-03-25
"3543","san benito",8,1,4,0,2020-03-26
"3544","san benito",9,1,1,0,2020-03-27
"3545","san benito",10,1,1,0,2020-03-28
"3546","san benito",10,1,0,0,2020-03-29
"3547","san benito",11,1,1,0,2020-03-30
"3548","san benito",14,1,3,0,2020-03-31
"3549","san benito",14,1,0,0,2020-04-01
"3550","san benito",18,1,4,0,2020-04-02
"3551","san benito",22,1,4,0,2020-04-03
"3552","san benito",22,1,0,0,2020-04-04
"3553","san benito",22,1,0,0,2020-04-05
"3554","san benito",25,1,3,0,2020-04-06
"3555","san benito",26,2,1,1,2020-04-07
"3556","san benito",31,2,5,0,2020-04-08
"3557","san benito",32,2,1,0,2020-04-09
"3558","san benito",32,2,0,0,2020-04-10
"3559","san benito",33,2,1,0,2020-04-11
"3560","san benito",33,2,0,0,2020-04-12
"3561","san benito",33,2,0,0,2020-04-13
"3562","san benito",34,2,1,0,2020-04-14
"3563","san benito",34,2,0,0,2020-04-15
"3564","san benito",36,2,2,0,2020-04-16
"3565","san benito",38,2,2,0,2020-04-17
"3566","san benito",40,2,2,0,2020-04-18
"3567","san benito",40,2,0,0,2020-04-19
"3568","san benito",43,2,3,0,2020-04-20
"3569","san benito",43,2,0,0,2020-04-21
"3570","san benito",43,2,0,0,2020-04-22
"3571","san benito",43,2,0,0,2020-04-23
"3572","san benito",45,2,2,0,2020-04-24
"3573","san benito",45,2,0,0,2020-04-25
"3574","san benito",45,2,0,0,2020-04-26
"3575","san benito",45,2,0,0,2020-04-27
"3576","san benito",46,2,1,0,2020-04-28
"3577","san benito",48,2,2,0,2020-04-29
"3578","san benito",48,2,0,0,2020-04-30
"3579","san benito",49,2,1,0,2020-05-01
"3580","san benito",49,2,0,0,2020-05-02
"3581","san benito",49,2,0,0,2020-05-03
"3582","san benito",49,2,0,0,2020-05-04
"3583","san benito",50,2,1,0,2020-05-05
"3584","san benito",50,2,0,0,2020-05-06
"3585","san benito",50,2,0,0,2020-05-07
"3586","san benito",51,2,1,0,2020-05-08
"3587","san benito",52,2,1,0,2020-05-09
"3588","san benito",52,2,0,0,2020-05-10
"3589","san benito",52,2,0,0,2020-05-11
"3590","san benito",55,2,3,0,2020-05-12
"3591","san benito",55,2,0,0,2020-05-13
"3592","san benito",56,2,1,0,2020-05-14
"3593","san benito",57,2,1,0,2020-05-15
"3594","san benito",58,2,1,0,2020-05-16
"3595","san benito",59,2,1,0,2020-05-17
"3596","san benito",59,2,0,0,2020-05-18
"3597","san benito",59,2,0,0,2020-05-19
"3598","san benito",61,2,2,0,2020-05-20
"3599","san benito",61,2,0,0,2020-05-21
"3600","san benito",64,2,3,0,2020-05-22
"3601","san benito",67,2,3,0,2020-05-23
"3602","san benito",67,2,0,0,2020-05-24
"3603","san benito",70,2,3,0,2020-05-25
"3604","san benito",69,2,-1,0,2020-05-26
"3605","san benito",74,2,5,0,2020-05-27
"3606","san benito",82,2,8,0,2020-05-28
"3607","san benito",84,2,2,0,2020-05-29
"3608","san benito",85,2,1,0,2020-05-30
"3609","san benito",85,2,0,0,2020-05-31
"3610","san benito",86,2,1,0,2020-06-01
"3611","san benito",86,2,0,0,2020-06-02
"3612","san benito",88,2,2,0,2020-06-03
"3613","san benito",88,2,0,0,2020-06-04
"3614","san benito",92,2,4,0,2020-06-05
"3615","san benito",92,2,0,0,2020-06-06
"3616","san benito",92,2,0,0,2020-06-07
"3617","san benito",93,2,1,0,2020-06-08
"3618","san benito",95,2,2,0,2020-06-09
"3619","san benito",94,2,-1,0,2020-06-10
"3620","san benito",94,2,0,0,2020-06-11
"3621","san benito",96,2,2,0,2020-06-12
"3622","san benito",99,2,3,0,2020-06-13
"3623","san benito",104,2,5,0,2020-06-14
"3624","san benito",108,2,4,0,2020-06-15
"3625","san benito",110,2,2,0,2020-06-16
"3626","san benito",116,2,6,0,2020-06-17
"3627","san benito",134,2,18,0,2020-06-18
"3628","san benito",136,2,2,0,2020-06-19
"3629","san benito",139,2,3,0,2020-06-20
"3630","san benito",151,2,12,0,2020-06-21
"3631","san benito",164,2,13,0,2020-06-22
"3632","san benito",167,2,3,0,2020-06-23
"3633","san benito",171,2,4,0,2020-06-24
"3634","san benito",175,2,4,0,2020-06-25
"3635","san benito",177,2,2,0,2020-06-26
"3636","san benito",183,2,6,0,2020-06-27
"3637","san benito",194,2,11,0,2020-06-28
"3638","san benito",204,2,10,0,2020-06-29
"3639","san benito",212,2,8,0,2020-06-30
"3640","san benito",219,2,7,0,2020-07-01
"3641","san benito",236,2,17,0,2020-07-02
"3642","san benito",243,2,7,0,2020-07-03
"3643","alameda",29,0,29,0,2020-03-18
"3644","alameda",36,0,7,0,2020-03-19
"3645","alameda",42,0,6,0,2020-03-20
"3646","alameda",62,0,20,0,2020-03-21
"3647","alameda",72,1,10,1,2020-03-22
"3648","alameda",88,1,16,0,2020-03-23
"3649","alameda",96,2,8,1,2020-03-24
"3650","alameda",134,3,38,1,2020-03-25
"3651","alameda",172,4,38,1,2020-03-26
"3652","alameda",185,4,13,0,2020-03-27
"3653","alameda",205,6,20,2,2020-03-28
"3654","alameda",207,6,2,0,2020-03-29
"3655","alameda",250,7,43,1,2020-03-30
"3656","alameda",269,7,19,0,2020-03-31
"3657","alameda",287,8,18,1,2020-04-01
"3658","alameda",345,10,58,2,2020-04-02
"3659","alameda",395,11,50,1,2020-04-03
"3660","alameda",468,12,73,1,2020-04-04
"3661","alameda",475,12,7,0,2020-04-05
"3662","alameda",527,13,52,1,2020-04-06
"3663","alameda",560,14,33,1,2020-04-07
"3664","alameda",594,15,34,1,2020-04-08
"3665","alameda",641,17,47,2,2020-04-09
"3666","alameda",706,26,65,9,2020-04-10
"3667","alameda",751,26,45,0,2020-04-11
"3668","alameda",774,26,23,0,2020-04-12
"3669","alameda",821,31,47,5,2020-04-13
"3670","alameda",843,37,22,6,2020-04-14
"3671","alameda",915,37,72,0,2020-04-15
"3672","alameda",981,44,66,7,2020-04-16
"3673","alameda",1043,44,62,0,2020-04-17
"3674","alameda",1085,44,42,0,2020-04-18
"3675","alameda",1134,44,49,0,2020-04-19
"3676","alameda",1181,50,47,6,2020-04-20
"3677","alameda",1234,51,53,1,2020-04-21
"3678","alameda",1275,53,41,2,2020-04-22
"3679","alameda",1336,56,61,3,2020-04-23
"3680","alameda",1385,56,49,0,2020-04-24
"3681","alameda",1396,56,11,0,2020-04-25
"3682","alameda",1449,56,53,0,2020-04-26
"3683","alameda",1494,59,45,3,2020-04-27
"3684","alameda",1525,59,31,0,2020-04-28
"3685","alameda",1564,63,39,4,2020-04-29
"3686","alameda",1599,63,35,0,2020-04-30
"3687","alameda",1630,63,31,0,2020-05-01
"3688","alameda",1678,63,48,0,2020-05-02
"3689","alameda",1731,65,53,2,2020-05-03
"3690","alameda",1762,65,31,0,2020-05-04
"3691","alameda",1819,69,57,4,2020-05-05
"3692","alameda",1864,69,45,0,2020-05-06
"3693","alameda",1914,69,50,0,2020-05-07
"3694","alameda",1955,72,41,3,2020-05-08
"3695","alameda",2011,75,56,3,2020-05-09
"3696","alameda",2047,75,36,0,2020-05-10
"3697","alameda",2103,75,56,0,2020-05-11
"3698","alameda",2146,80,43,5,2020-05-12
"3699","alameda",2181,80,35,0,2020-05-13
"3700","alameda",2255,84,74,4,2020-05-14
"3701","alameda",2289,85,34,1,2020-05-15
"3702","alameda",2327,85,38,0,2020-05-16
"3703","alameda",2389,85,62,0,2020-05-17
"3704","alameda",2442,88,53,3,2020-05-18
"3705","alameda",2493,88,51,0,2020-05-19
"3706","alameda",2554,88,61,0,2020-05-20
"3707","alameda",2606,90,52,2,2020-05-21
"3708","alameda",2722,90,116,0,2020-05-22
"3709","alameda",2783,92,61,2,2020-05-23
"3710","alameda",2830,93,47,1,2020-05-24
"3711","alameda",2900,93,70,0,2020-05-25
"3712","alameda",2956,97,56,4,2020-05-26
"3713","alameda",3037,97,81,0,2020-05-27
"3714","alameda",3083,102,46,5,2020-05-28
"3715","alameda",3209,103,126,1,2020-05-29
"3716","alameda",3304,103,95,0,2020-05-30
"3717","alameda",3362,104,58,1,2020-05-31
"3718","alameda",3460,104,98,0,2020-06-01
"3719","alameda",3517,104,57,0,2020-06-02
"3720","alameda",3589,104,72,0,2020-06-03
"3721","alameda",3643,104,54,0,2020-06-04
"3722","alameda",3734,104,91,0,2020-06-05
"3723","alameda",3801,104,67,0,2020-06-06
"3724","alameda",3866,104,65,0,2020-06-07
"3725","alameda",3937,110,71,6,2020-06-08
"3726","alameda",3963,110,26,0,2020-06-09
"3727","alameda",4027,110,64,0,2020-06-10
"3728","alameda",4073,110,46,0,2020-06-11
"3729","alameda",4167,110,94,0,2020-06-12
"3730","alameda",4196,110,29,0,2020-06-13
"3731","alameda",4271,112,75,2,2020-06-14
"3732","alameda",4323,112,52,0,2020-06-15
"3733","alameda",4428,112,105,0,2020-06-16
"3734","alameda",4485,116,57,4,2020-06-17
"3735","alameda",4589,117,104,1,2020-06-18
"3736","alameda",4646,118,57,1,2020-06-19
"3737","alameda",4758,119,112,1,2020-06-20
"3738","alameda",4835,119,77,0,2020-06-21
"3739","alameda",4944,121,109,2,2020-06-22
"3740","alameda",5159,121,215,0,2020-06-23
"3741","alameda",5242,122,83,1,2020-06-24
"3742","alameda",5411,128,169,6,2020-06-25
"3743","alameda",5522,130,111,2,2020-06-26
"3744","alameda",5610,130,88,0,2020-06-27
"3745","alameda",5779,133,169,3,2020-06-28
"3746","alameda",5940,133,161,0,2020-06-29
"3747","alameda",6067,135,127,2,2020-06-30
"3748","alameda",6141,136,74,1,2020-07-01
"3749","alameda",6386,138,245,2,2020-07-02
"3750","alameda",6486,140,100,2,2020-07-03
"3751","marin",10,0,10,0,2020-03-18
"3752","marin",19,0,9,0,2020-03-19
"3753","marin",30,0,11,0,2020-03-20
"3754","marin",30,0,0,0,2020-03-21
"3755","marin",30,0,0,0,2020-03-22
"3756","marin",30,0,0,0,2020-03-23
"3757","marin",44,0,14,0,2020-03-24
"3758","marin",47,0,3,0,2020-03-25
"3759","marin",56,0,9,0,2020-03-26
"3760","marin",58,0,2,0,2020-03-27
"3761","marin",58,0,0,0,2020-03-28
"3762","marin",60,0,2,0,2020-03-29
"3763","marin",78,0,18,0,2020-03-30
"3764","marin",85,1,7,1,2020-03-31
"3765","marin",87,1,2,0,2020-04-01
"3766","marin",102,1,15,0,2020-04-02
"3767","marin",106,6,4,5,2020-04-03
"3768","marin",111,6,5,0,2020-04-04
"3769","marin",113,6,2,0,2020-04-05
"3770","marin",119,7,6,1,2020-04-06
"3771","marin",122,7,3,0,2020-04-07
"3772","marin",125,7,3,0,2020-04-08
"3773","marin",126,7,1,0,2020-04-09
"3774","marin",128,10,2,3,2020-04-10
"3775","marin",136,10,8,0,2020-04-11
"3776","marin",138,10,2,0,2020-04-12
"3777","marin",144,10,6,0,2020-04-13
"3778","marin",147,10,3,0,2020-04-14
"3779","marin",162,10,15,0,2020-04-15
"3780","marin",170,10,8,0,2020-04-16
"3781","marin",189,10,19,0,2020-04-17
"3782","marin",193,10,4,0,2020-04-18
"3783","marin",194,10,1,0,2020-04-19
"3784","marin",200,10,6,0,2020-04-20
"3785","marin",202,10,2,0,2020-04-21
"3786","marin",202,11,0,1,2020-04-22
"3787","marin",209,11,7,0,2020-04-23
"3788","marin",211,11,2,0,2020-04-24
"3789","marin",215,12,4,1,2020-04-25
"3790","marin",225,12,10,0,2020-04-26
"3791","marin",227,12,2,0,2020-04-27
"3792","marin",228,12,1,0,2020-04-28
"3793","marin",234,13,6,1,2020-04-29
"3794","marin",240,13,6,0,2020-04-30
"3795","marin",242,13,2,0,2020-05-01
"3796","marin",243,13,1,0,2020-05-02
"3797","marin",243,13,0,0,2020-05-03
"3798","marin",244,13,1,0,2020-05-04
"3799","marin",244,14,0,1,2020-05-05
"3800","marin",244,14,0,0,2020-05-06
"3801","marin",252,14,8,0,2020-05-07
"3802","marin",257,14,5,0,2020-05-08
"3803","marin",261,14,4,0,2020-05-09
"3804","marin",267,14,6,0,2020-05-10
"3805","marin",271,14,4,0,2020-05-11
"3806","marin",274,14,3,0,2020-05-12
"3807","marin",278,14,4,0,2020-05-13
"3808","marin",283,14,5,0,2020-05-14
"3809","marin",295,14,12,0,2020-05-15
"3810","marin",297,14,2,0,2020-05-16
"3811","marin",315,14,18,0,2020-05-17
"3812","marin",329,14,14,0,2020-05-18
"3813","marin",340,14,11,0,2020-05-19
"3814","marin",348,14,8,0,2020-05-20
"3815","marin",359,14,11,0,2020-05-21
"3816","marin",372,14,13,0,2020-05-22
"3817","marin",393,14,21,0,2020-05-23
"3818","marin",401,14,8,0,2020-05-24
"3819","marin",415,14,14,0,2020-05-25
"3820","marin",424,14,9,0,2020-05-26
"3821","marin",439,14,15,0,2020-05-27
"3822","marin",443,14,4,0,2020-05-28
"3823","marin",448,14,5,0,2020-05-29
"3824","marin",462,14,14,0,2020-05-30
"3825","marin",486,14,24,0,2020-05-31
"3826","marin",495,15,9,1,2020-06-01
"3827","marin",509,17,14,2,2020-06-02
"3828","marin",527,17,18,0,2020-06-03
"3829","marin",533,17,6,0,2020-06-04
"3830","marin",546,17,13,0,2020-06-05
"3831","marin",556,17,10,0,2020-06-06
"3832","marin",584,17,28,0,2020-06-07
"3833","marin",596,17,12,0,2020-06-08
"3834","marin",616,17,20,0,2020-06-09
"3835","marin",633,17,17,0,2020-06-10
"3836","marin",637,17,4,0,2020-06-11
"3837","marin",649,17,12,0,2020-06-12
"3838","marin",677,17,28,0,2020-06-13
"3839","marin",689,17,12,0,2020-06-14
"3840","marin",708,17,19,0,2020-06-15
"3841","marin",725,18,17,1,2020-06-16
"3842","marin",771,18,46,0,2020-06-17
"3843","marin",819,18,48,0,2020-06-18
"3844","marin",829,18,10,0,2020-06-19
"3845","marin",879,18,50,0,2020-06-20
"3846","marin",907,18,28,0,2020-06-21
"3847","marin",1029,18,122,0,2020-06-22
"3848","marin",1139,18,110,0,2020-06-23
"3849","marin",1261,18,122,0,2020-06-24
"3850","marin",1323,18,62,0,2020-06-25
"3851","marin",1411,18,88,0,2020-06-26
"3852","marin",1498,18,87,0,2020-06-27
"3853","marin",1505,18,7,0,2020-06-28
"3854","marin",1581,18,76,0,2020-06-29
"3855","marin",1628,18,47,0,2020-06-30
"3856","marin",1639,18,11,0,2020-07-01
"3857","marin",1706,19,67,1,2020-07-02
"3858","marin",1776,19,70,0,2020-07-03
"3859","san diego",40,0,40,0,2020-03-18
"3860","san diego",68,0,28,0,2020-03-19
"3861","san diego",98,0,30,0,2020-03-20
"3862","san diego",119,0,21,0,2020-03-21
"3863","san diego",159,0,40,0,2020-03-22
"3864","san diego",176,1,17,1,2020-03-23
"3865","san diego",229,2,53,1,2020-03-24
"3866","san diego",236,2,7,0,2020-03-25
"3867","san diego",297,2,61,0,2020-03-26
"3868","san diego",419,5,122,3,2020-03-27
"3869","san diego",490,7,71,2,2020-03-28
"3870","san diego",521,7,31,0,2020-03-29
"3871","san diego",605,7,84,0,2020-03-30
"3872","san diego",736,9,131,2,2020-03-31
"3873","san diego",851,11,115,2,2020-04-01
"3874","san diego",968,16,117,5,2020-04-02
"3875","san diego",1114,17,146,1,2020-04-03
"3876","san diego",1211,18,97,1,2020-04-04
"3877","san diego",1328,19,117,1,2020-04-05
"3878","san diego",1406,19,78,0,2020-04-06
"3879","san diego",1456,31,50,12,2020-04-07
"3880","san diego",1532,36,76,5,2020-04-08
"3881","san diego",1630,40,98,4,2020-04-09
"3882","san diego",1695,54,65,14,2020-04-10
"3883","san diego",1763,54,68,0,2020-04-11
"3884","san diego",1806,55,43,1,2020-04-12
"3885","san diego",1849,66,43,11,2020-04-13
"3886","san diego",1932,67,83,1,2020-04-14
"3887","san diego",2014,67,82,0,2020-04-15
"3888","san diego",2089,77,75,10,2020-04-16
"3889","san diego",2160,83,71,6,2020-04-17
"3890","san diego",2215,83,55,0,2020-04-18
"3891","san diego",2270,83,55,0,2020-04-19
"3892","san diego",2327,102,57,19,2020-04-20
"3893","san diego",2436,109,109,7,2020-04-21
"3894","san diego",2493,112,57,3,2020-04-22
"3895","san diego",2645,112,152,0,2020-04-23
"3896","san diego",2828,119,183,7,2020-04-24
"3897","san diego",2945,119,117,0,2020-04-25
"3898","san diego",3045,123,100,4,2020-04-26
"3899","san diego",3143,128,98,5,2020-04-27
"3900","san diego",3316,133,173,5,2020-04-28
"3901","san diego",3434,140,118,7,2020-04-29
"3902","san diego",3566,143,132,3,2020-04-30
"3903","san diego",3713,150,147,7,2020-05-01
"3904","san diego",3844,150,131,0,2020-05-02
"3905","san diego",3929,150,85,0,2020-05-03
"3906","san diego",4022,162,93,12,2020-05-04
"3907","san diego",4162,173,140,11,2020-05-05
"3908","san diego",4321,186,159,13,2020-05-06
"3909","san diego",4431,189,110,3,2020-05-07
"3910","san diego",4664,194,233,5,2020-05-08
"3911","san diego",4778,194,114,0,2020-05-09
"3912","san diego",4928,194,150,0,2020-05-10
"3913","san diego",5067,204,139,10,2020-05-11
"3914","san diego",5163,217,96,13,2020-05-12
"3915","san diego",5280,223,117,6,2020-05-13
"3916","san diego",5393,231,113,8,2020-05-14
"3917","san diego",5525,235,132,4,2020-05-15
"3918","san diego",5664,235,139,0,2020-05-16
"3919","san diego",5838,242,174,7,2020-05-17
"3920","san diego",5948,242,110,0,2020-05-18
"3921","san diego",6028,242,80,0,2020-05-19
"3922","san diego",6142,262,114,20,2020-05-20
"3923","san diego",6317,262,175,0,2020-05-21
"3924","san diego",6436,271,119,9,2020-05-22
