"","county","date","hospitalized_covid_patients","all_hospital_beds","icu_available_beds","icu_combined","hospital_capactity","icu_capacity"
"1477","humboldt","2020-04-24","   5","  307","   8","  1","  302","   7"
"1478","merced","2020-04-24","   5","  206","   6","  1","  201","   5"
"1479","yolo","2020-04-24","   4","  130","  17","  1","  126","  16"
"1480","amador","2020-04-24","   1","    0","   6","  0","   -1","   6"
"1481","shasta","2020-04-24","   1","  645","  16","  1","  644","  15"
"1482","napa","2020-04-24","   1","  387","   7","  1","  386","   6"
"1483","imperial","2020-04-24","  34","  248","   6","  9","  214","  -3"
"1484","trinity","2020-04-24","   0","   54","   0","  0","   54","   0"
"1485","san luis obispo","2020-04-24","   9","  526","  24","  6","  517","  18"
"1486","san benito","2020-04-24","   0","   25","   2","  0","   25","   2"
"1487","sutter","2020-04-24","   0","    0","   0","  0","    0","   0"
"1488","santa clara","2020-04-24"," 163"," 2741"," 134"," 65"," 2578","  69"
"1489","los angeles","2020-04-24","2406","20782","1378","687","18376"," 691"
"1490","san francisco","2020-04-24","  94"," 1173"," 108"," 35"," 1079","  73"
"1491","mono","2020-04-24","   0","   17","   2","  0","   17","   2"
"1492","alameda","2020-04-24"," 142"," 1127"," 110"," 49","  985","  61"
"1493","solano","2020-04-24","  26","  204","  32","  7","  178","  25"
"1494","san mateo","2020-04-24","  65","  517","  40"," 20","  452","  20"
"1495","riverside","2020-04-24"," 343"," 3524"," 222","108"," 3181"," 114"
"1496","ventura","2020-04-24","  87"," 1283","  40","  9"," 1196","  31"
"1497","madera","2020-04-24","   4","  568","  11","  0","  564","  11"
"1498","yuba","2020-04-24","   2","  445","  10","  2","  443","   8"
"1499","tehama","2020-04-24","   1","  106","   4","  1","  105","   3"
"1500","lassen","2020-04-24","   0","   25","   0","  0","   25","   0"
"1501","lake","2020-04-24","   1","   58","   4","  1","   57","   3"
"1502","san diego","2020-04-24"," 335"," 5606"," 408","120"," 5271"," 288"
"1503","san bernardino","2020-04-24"," 253"," 4516"," 250"," 73"," 4263"," 177"
"1504","santa barbara","2020-04-24","  32","  717","  80"," 17","  685","  63"
"1505","contra costa","2020-04-24","  83"," 1031","  87"," 23","  948","  64"
"1506","san joaquin","2020-04-24","  49"," 1047","  26"," 16","  998","  10"
"1507","siskiyou","2020-04-24","   0","   65","   5","  0","   65","   5"
"1508","glenn","2020-04-24","   0","    0","   0","  0","    0","   0"
"1509","tuolumne","2020-04-24","   0","  151","   4","  0","  151","   4"
"1510","nevada","2020-04-24","   5","  116","   6","  2","  111","   4"
"1511","el dorado","2020-04-24","   7","  173","  12","  3","  166","   9"
"1512","kings","2020-04-24","   9","  192","   4","  2","  183","   2"
"1513","inyo","2020-04-24","   4","   89","   5","  1","   85","   4"
"1514","monterey","2020-04-24","  13","  875"," 112","  5","  862"," 107"
"1515","orange","2020-04-24"," 313"," 5374"," 391"," 92"," 5061"," 299"
"1516","calaveras","2020-04-24","   2","   50","  11","  1","   48","  10"
"1517","madera","2020-04-25","   2","  568","  20","  1","  566","  19"
"1518","orange","2020-04-25"," 310"," 5370"," 394"," 95"," 5060"," 299"
"1519","marin","2020-04-25","  15","  358","  16","  5","  343","  11"
"1520","san mateo","2020-04-25","  74","  790","  43"," 26","  716","  17"
"1521","modoc","2020-04-25","   0","   12","   0","  0","   12","   0"
"1522","colusa","2020-04-25","   2","   80","   4","  2","   78","   2"
"1523","sutter","2020-04-25","   0","    0","   0","  0","    0","   0"
"1524","merced","2020-04-25","   3","  206","   9","  1","  203","   8"
"1525","san luis obispo","2020-04-25","   5","  526","  28","  2","  521","  26"
"1526","el dorado","2020-04-25","   8","  155","  11","  2","  147","   9"
"1527","calaveras","2020-04-25","   1","   50","  11","  0","   49","  11"
"1528","san joaquin","2020-04-25","  47"," 1146","  20"," 17"," 1099","   3"
"1529","santa clara","2020-04-25"," 172"," 3331"," 203"," 77"," 3159"," 126"
"1530","napa","2020-04-25","   2","  387","   1","  2","  385","  -1"
"1531","san francisco","2020-04-25","  91"," 1412"," 132"," 32"," 1321"," 100"
"1532","tuolumne","2020-04-25","   0","  151","   4","  0","  151","   4"
"1533","kern","2020-04-25","  47"," 1715","  56"," 25"," 1668","  31"
"1534","fresno","2020-04-25","  86"," 2014","  86"," 21"," 1928","  65"
"1535","glenn","2020-04-25","   0","    0","   0","  0","    0","   0"
"1536","san benito","2020-04-25","   0","   25","   0","  0","   25","   0"
"1537","imperial","2020-04-25","  32","  249","   5","  9","  217","  -4"
"1538","lassen","2020-04-25","   0","   25","   0","  0","   25","   0"
"1539","tehama","2020-04-25","   1","  106","   4","  1","  105","   3"
"1540","yuba","2020-04-25","   2","  445","   6","  2","  443","   4"
"1541","inyo","2020-04-25","   3","   89","   6","  0","   86","   6"
"1542","kings","2020-04-25","   6","  199","   5","  2","  193","   3"
"1543","shasta","2020-04-25","   1","  645","  11","  1","  644","  10"
"1544","santa cruz","2020-04-25","   8","  354","   4","  5","  346","  -1"
"1545","humboldt","2020-04-25","   3","  308","   4","  0","  305","   4"
"1546","plumas","2020-04-25","   0","    9","   0","  0","    9","   0"
"1547","butte","2020-04-25","   3","  424","  14","  0","  421","  14"
"1548","nevada","2020-04-25","   4","  110","   2","  2","  106","   0"
"1549","monterey","2020-04-25","  14","  875"," 111","  3","  861"," 108"
"1550","santa barbara","2020-04-25","  35","  717","  79"," 20","  682","  59"
"1551","stanislaus","2020-04-25","  44"," 1573","  90","  6"," 1529","  84"
"1552","lake","2020-04-25","   2","   58","   3","  0","   56","   3"
"1553","riverside","2020-04-25"," 356"," 3550"," 235","111"," 3194"," 124"
"1554","san diego","2020-04-25"," 364"," 5561"," 395","129"," 5197"," 266"
"1555","placer","2020-04-25","  34","  340"," 106","  3","  306"," 103"
"1556","sonoma","2020-04-25","  12","  789","  64","  0","  777","  64"
"1557","contra costa","2020-04-25","  78"," 1464"," 154"," 16"," 1386"," 138"
"1558","mariposa","2020-04-25","   0","   30","   0","  0","   30","   0"
"1559","trinity","2020-04-25","   0","   54","   0","  0","   54","   0"
"1560","alameda","2020-04-25"," 136"," 1748"," 197"," 45"," 1612"," 152"
"1561","los angeles","2020-04-25","2417","20233","1359","678","17816"," 681"
"1562","ventura","2020-04-25","  98"," 1286","  51"," 15"," 1188","  36"
"1563","mendocino","2020-04-25","   0","  151","  10","  0","  151","  10"
"1564","siskiyou","2020-04-25","   1","   65","   5","  0","   64","   5"
"1565","sacramento","2020-04-25","  99"," 1261"," 184"," 34"," 1162"," 150"
"1566","mono","2020-04-25","   0","   17","   2","  0","   17","   2"
"1567","tulare","2020-04-25","  26","  882","  22","  7","  856","  15"
"1568","yolo","2020-04-25","   5","  130","  18","  1","  125","  17"
"1569","amador","2020-04-25","   1","    0","   5","  1","   -1","   4"
"1570","del norte","2020-04-25","   4","    0","   0","  0","   -4","   0"
"1571","solano","2020-04-25","  26","  592","  61","  7","  566","  54"
"1572","san bernardino","2020-04-25"," 248"," 4496"," 277"," 67"," 4248"," 210"
"1573","mono","2020-04-26","   0","   17","   2","  0","   17","   2"
"1574","alameda","2020-04-26"," 127"," 1748"," 191"," 47"," 1621"," 144"
"1575","placer","2020-04-26","  25","  340"," 101","  6","  315","  95"
"1576","napa","2020-04-26","   1","  387","   8","  1","  386","   7"
"1577","sutter","2020-04-26","   0","    0","   0","  0","    0","   0"
"1578","yuba","2020-04-26","   2","  445","  10","  1","  443","   9"
"1579","santa clara","2020-04-26"," 182"," 3331"," 194"," 77"," 3149"," 117"
"1580","marin","2020-04-26","  10","  358","  19","  5","  348","  14"
"1581","solano","2020-04-26","  22","  592","  62","  4","  570","  58"
"1582","san joaquin","2020-04-26","  43"," 1146","  23"," 13"," 1103","  10"
"1583","colusa","2020-04-26","   2","   80","   4","  2","   78","   2"
"1584","siskiyou","2020-04-26","   0","   65","   5","  0","   65","   5"
"1585","tehama","2020-04-26","   0","  106","   3","  0","  106","   3"
"1586","san diego","2020-04-26"," 363"," 5552"," 427","135"," 5189"," 292"
"1587","lake","2020-04-26","   1","   58","   5","  0","   57","   5"
"1588","amador","2020-04-26","   0","    0","   6","  0","    0","   6"
"1589","nevada","2020-04-26","   3","  110","   5","  2","  107","   3"
"1590","lassen","2020-04-26","   0","   25","   0","  0","   25","   0"
"1591","modoc","2020-04-26","   0","   12","   0","  0","   12","   0"
"1592","san luis obispo","2020-04-26","   4","  526","  21","  3","  522","  18"
"1593","san benito","2020-04-26","   0","   25","   0","  0","   25","   0"
"1594","madera","2020-04-26","   1","  568","  20","  0","  567","  20"
"1595","kern","2020-04-26","  44"," 1706","  50"," 23"," 1662","  27"
"1596","kings","2020-04-26","   9","  199","   6","  2","  190","   4"
"1597","tuolumne","2020-04-26","   0","  151","   4","  0","  151","   4"
"1598","santa barbara","2020-04-26","  37","  717","  85"," 16","  680","  69"
"1599","glenn","2020-04-26","   0","    0","   0","  0","    0","   0"
"1600","stanislaus","2020-04-26","  47"," 1571","  97"," 11"," 1524","  86"
"1601","humboldt","2020-04-26","   0","  305","   4","  0","  305","   4"
"1602","riverside","2020-04-26"," 367"," 3625"," 230","110"," 3258"," 120"
"1603","san francisco","2020-04-26"," 100"," 1412"," 126"," 34"," 1312","  92"
"1604","tulare","2020-04-26","  26","  882","  21","  8","  856","  13"
"1605","ventura","2020-04-26"," 100"," 1282","  55","  9"," 1182","  46"
"1606","sacramento","2020-04-26","  88"," 1255"," 171"," 22"," 1167"," 149"
"1607","mariposa","2020-04-26","   0","   30","   0","  0","   30","   0"
"1608","contra costa","2020-04-26","  69"," 1464"," 150"," 18"," 1395"," 132"
"1609","calaveras","2020-04-26","   0","   50","  11","  0","   50","  11"
"1610","butte","2020-04-26","   0","  424","  18","  0","  424","  18"
"1611","santa cruz","2020-04-26","   5","  354","   5","  2","  349","   3"
"1612","shasta","2020-04-26","   1","  645","  10","  1","  644","   9"
"1613","san mateo","2020-04-26","  63","  790","  43"," 20","  727","  23"
"1614","orange","2020-04-26"," 289"," 5370"," 378"," 96"," 5081"," 282"
"1615","mendocino","2020-04-26","   0","  151","  12","  0","  151","  12"
"1616","trinity","2020-04-26","   0","   54","   0","  0","   54","   0"
"1617","monterey","2020-04-26","  10","  875"," 113","  5","  865"," 108"
"1618","yolo","2020-04-26","   2","  130","  23","  2","  128","  21"
"1619","imperial","2020-04-26","  38","  252","   5"," 10","  214","  -5"
"1620","el dorado","2020-04-26","   9","  155","   7","  3","  146","   4"
"1621","merced","2020-04-26","   4","  206","   6","  2","  202","   4"
"1622","del norte","2020-04-26","   2","    0","   5","  1","   -2","   4"
"1623","plumas","2020-04-26","   0","    9","   0","  0","    9","   0"
"1624","fresno","2020-04-26","  81"," 2014","  79"," 27"," 1933","  52"
"1625","inyo","2020-04-26","   0","   89","   6","  0","   89","   6"
"1626","san bernardino","2020-04-26"," 229"," 4496"," 201"," 70"," 4267"," 131"
"1627","los angeles","2020-04-26","2462","20162","1262","710","17700"," 552"
"1628","sonoma","2020-04-26","  10","  789","  63","  1","  779","  62"
"1629","modoc","2020-04-27","   0","   12","   0","  0","   12","   0"
"1630","plumas","2020-04-27","   0","    9","   0","  0","    9","   0"
"1631","tulare","2020-04-27"," 329","  898","  27","  7","  569","  20"
"1632","mono","2020-04-27","   0","   17","   2","  0","   17","   2"
"1633","san bernardino","2020-04-27"," 237"," 4556"," 183"," 67"," 4319"," 116"
"1634","placer","2020-04-27","  22","  340"," 111","  4","  318"," 107"
"1635","butte","2020-04-27","   0","  424","  22","  0","  424","  22"
"1636","mariposa","2020-04-27","   1","   30","   0","  0","   29","   0"
"1637","sutter","2020-04-27","   0","    0","   0","  0","    0","   0"
"1638","tuolumne","2020-04-27","   1","  151","   2","  1","  150","   1"
"1639","santa barbara","2020-04-27","  39","  717","  82"," 15","  678","  67"
"1640","san benito","2020-04-27","   0","   25","   0","  0","   25","   0"
"1641","sacramento","2020-04-27","  88"," 1238"," 164"," 29"," 1150"," 135"
"1642","fresno","2020-04-27","  91"," 2013","  89"," 20"," 1922","  69"
"1643","trinity","2020-04-27","   0","   54","   0","  0","   54","   0"
"1644","nevada","2020-04-27","   2","  103","   2","  1","  101","   1"
"1645","riverside","2020-04-27"," 338"," 3649"," 208"," 98"," 3311"," 110"
"1646","colusa","2020-04-27","   2","   80","   4","  2","   78","   2"
"1647","san luis obispo","2020-04-27","   9","  526","  37","  4","  517","  33"
"1648","san diego","2020-04-27"," 336"," 5544"," 377","130"," 5208"," 247"
"1649","calaveras","2020-04-27","   1","   50","  12","  0","   49","  12"
"1650","contra costa","2020-04-27","  68"," 1485"," 158"," 21"," 1417"," 137"
"1651","marin","2020-04-27","   8","  358","  26","  1","  350","  25"
"1652","napa","2020-04-27","   1","  387","   8","  1","  386","   7"
"1653","lake","2020-04-27","   1","   58","   5","  1","   57","   4"
"1654","orange","2020-04-27"," 302"," 5370"," 370"," 99"," 5068"," 271"
"1655","ventura","2020-04-27"," 103"," 1282","  36"," 16"," 1179","  20"
"1656","stanislaus","2020-04-27","  66"," 1573","  90"," 16"," 1507","  74"
"1657","yolo","2020-04-27","   1","  130","  15","  0","  129","  15"
"1658","siskiyou","2020-04-27","   1","   65","   3","  1","   64","   2"
"1659","lassen","2020-04-27","   0","   25","   0","  0","   25","   0"
"1660","santa clara","2020-04-27"," 164"," 3331"," 206"," 66"," 3167"," 140"
"1661","del norte","2020-04-27","   5","    0","   5","  2","   -5","   3"
"1662","el dorado","2020-04-27","   8","  155","   7","  2","  147","   5"
"1663","monterey","2020-04-27","   6","  875"," 120","  3","  869"," 117"
"1664","imperial","2020-04-27","  34","  247","   4"," 12","  213","  -8"
"1665","tehama","2020-04-27","   0","  106","   3","  0","  106","   3"
"1666","inyo","2020-04-27","   0","   50","   6","  0","   50","   6"
"1667","kings","2020-04-27","  11","  199","   5","  2","  188","   3"
"1668","san mateo","2020-04-27","  80","  790","  62"," 20","  710","  42"
"1669","san francisco","2020-04-27"," 101"," 1412"," 149"," 32"," 1311"," 117"
"1670","humboldt","2020-04-27","   3","  305","   4","  0","  302","   4"
"1671","shasta","2020-04-27","   2","  645","  12","  1","  643","  11"
"1672","los angeles","2020-04-27","2549","20205","1226","709","17656"," 517"
"1673","san joaquin","2020-04-27","  47"," 1146","  25"," 16"," 1099","   9"
"1674","kern","2020-04-27","  50"," 1702","  53"," 25"," 1652","  28"
"1675","sonoma","2020-04-27","  13","  789","  63","  2","  776","  61"
"1676","santa cruz","2020-04-27","   3","  354","   3","  1","  351","   2"
"1677","yuba","2020-04-27","   3","  445","  13","  3","  442","  10"
"1678","glenn","2020-04-27","   0","    0","   0","  0","    0","   0"
"1679","merced","2020-04-27","   4","  206","   7","  0","  202","   7"
"1680","alameda","2020-04-27"," 128"," 1748"," 183"," 47"," 1620"," 136"
"1681","solano","2020-04-27","  24","  592","  60","  7","  568","  53"
"1682","mendocino","2020-04-27","   1","  151","   7","  1","  150","   6"
"1683","amador","2020-04-27","   0","    0","   5","  0","    0","   5"
"1684","madera","2020-04-27","   0","  568","  10","  0","  568","  10"
"1685","tuolumne","2020-04-28","   0","  151","   1","  0","  151","   1"
"1686","madera","2020-04-28","   1","  568","  19","  0","  567","  19"
"1687","plumas","2020-04-28","   0","    9","   0","  0","    9","   0"
"1688","santa barbara","2020-04-28","  43","  717","  81"," 16","  674","  65"
"1689","monterey","2020-04-28","   9","  875"," 116","  4","  866"," 112"
"1690","imperial","2020-04-28","  33","  260","   4"," 13","  227","  -9"
"1691","butte","2020-04-28","   1","  424","  19","  0","  423","  19"
